TestCase1,ref_reg,384.323
TestCase1,ref_reg,385.735
TestCase1,ref_reg,385.194
TestCase1,ref_reg,384.541
TestCase1,ref_reg,384.169
TestCase1,ref_reg,385.012
TestCase1,ref_reg,384.216
TestCase1,ref_reg,385.831
TestCase1,ref_reg,384.817
TestCase1,ref_reg,384.441
TestCase1,ref_reg,385.231
TestCase1,ref_reg,384.426
TestCase1,ref_reg,384.907
TestCase1,ref_reg,384.211
TestCase1,ref_reg,384.433
TestCase1,ref_reg,385.162
TestCase1,ref_reg,384.069
TestCase1,ref_reg,407.083
TestCase1,ref_reg,385.101
TestCase1,ref_reg,384.217
TestCase1,ref_reg,385.216
TestCase1,ref_reg,384.044
TestCase1,ref_reg,384.285
TestCase1,ref_reg,384.697
TestCase1,ref_reg,384.441
TestCase1,ref_reg,385.214
TestCase1,ref_reg,384.228
TestCase1,ref_reg,384.056
TestCase1,ref_reg,384.787
TestCase1,ref_reg,384.411
TestCase1,ref_reg,384.522
TestCase1,ref_reg,384.956
TestCase1,ref_reg,384.103
TestCase1,ref_reg,385.504
TestCase1,ref_reg,384.269
TestCase1,ref_reg,384.334
TestCase1,ref_reg,385.393
TestCase1,ref_reg,384.366
TestCase1,ref_reg,384.918
TestCase1,ref_reg,385.954
TestCase1,ref_reg,384.739
TestCase1,ref_reg,387.058
TestCase1,ref_reg,384.593
TestCase1,ref_reg,384.412
TestCase1,ref_reg,385.888
TestCase1,ref_reg,384.537
TestCase1,ref_reg,385.271
TestCase1,ref_reg,384.208
TestCase1,ref_reg,384.143
TestCase1,ref_reg,384.975
TestCase1,ref_reg,384.324
TestCase1,ref_reg,385.217
TestCase1,ref_reg,384.095
TestCase1,ref_reg,384.223
TestCase1,ref_reg,384.897
TestCase1,ref_reg,384.251
TestCase1,ref_reg,384.083
TestCase1,ref_reg,385.017
TestCase1,ref_reg,403.347
TestCase1,ref_reg,389.1
TestCase1,ref_reg,384.117
TestCase1,ref_reg,384.429
TestCase1,ref_reg,385.119
TestCase1,ref_reg,383.991
TestCase1,ref_reg,385.014
TestCase1,ref_reg,384.342
TestCase1,ref_reg,384.315
TestCase1,ref_reg,384.898
TestCase1,ref_reg,384.102
TestCase1,ref_reg,385.084
TestCase1,ref_reg,384.284
TestCase1,ref_reg,384.245
TestCase1,ref_reg,385.004
TestCase1,ref_reg,384.132
TestCase1,ref_reg,384.067
TestCase1,ref_reg,385.009
TestCase1,ref_reg,384.109
TestCase1,ref_reg,385.041
TestCase1,ref_reg,384.694
TestCase1,ref_reg,384.221
TestCase1,ref_reg,385.088
TestCase1,ref_reg,384.323
TestCase1,ref_reg,385.476
TestCase1,ref_reg,384.222
TestCase1,ref_reg,384.287
TestCase1,ref_reg,385.275
TestCase1,ref_reg,384.161
TestCase1,ref_reg,384.284
TestCase1,ref_reg,385.126
TestCase1,ref_reg,384.095
TestCase1,ref_reg,384.748
TestCase1,ref_reg,384.465
TestCase1,ref_reg,384.316
TestCase1,ref_reg,385.071
TestCase1,ref_reg,384.125
TestCase1,ref_reg,384.971
TestCase1,ref_reg,384.341
TestCase1,ref_reg,384.497
TestCase1,ref_reg,385.393
TestCase1,ref_reg,384.234
TestCase1,ref_reg2,359.692
TestCase1,ref_reg2,360.339
TestCase1,ref_reg2,359.923
TestCase1,ref_reg2,359.595
TestCase1,ref_reg2,360.432
TestCase1,ref_reg2,359.832
TestCase1,ref_reg2,360.406
TestCase1,ref_reg2,359.929
TestCase1,ref_reg2,359.848
TestCase1,ref_reg2,360.607
TestCase1,ref_reg2,359.812
TestCase1,ref_reg2,360.002
TestCase1,ref_reg2,361.305
TestCase1,ref_reg2,359.85
TestCase1,ref_reg2,359.904
TestCase1,ref_reg2,360.595
TestCase1,ref_reg2,359.769
TestCase1,ref_reg2,360.5
TestCase1,ref_reg2,359.804
TestCase1,ref_reg2,360.132
TestCase1,ref_reg2,360.7
TestCase1,ref_reg2,360.113
TestCase1,ref_reg2,359.964
TestCase1,ref_reg2,360.29
TestCase1,ref_reg2,359.826
TestCase1,ref_reg2,360.063
TestCase1,ref_reg2,360.539
TestCase1,ref_reg2,360.206
TestCase1,ref_reg2,359.616
TestCase1,ref_reg2,361.142
TestCase1,ref_reg2,360.055
TestCase1,ref_reg2,360.527
TestCase1,ref_reg2,359.539
TestCase1,ref_reg2,360.191
TestCase1,ref_reg2,360.229
TestCase1,ref_reg2,359.743
TestCase1,ref_reg2,360.158
TestCase1,ref_reg2,361.029
TestCase1,ref_reg2,359.867
TestCase1,ref_reg2,360.281
TestCase1,ref_reg2,360.679
TestCase1,ref_reg2,359.73
TestCase1,ref_reg2,360.789
TestCase1,ref_reg2,359.652
TestCase1,ref_reg2,375.901
TestCase1,ref_reg2,367.981
TestCase1,ref_reg2,359.672
TestCase1,ref_reg2,359.903
TestCase1,ref_reg2,360.546
TestCase1,ref_reg2,361.65
TestCase1,ref_reg2,360.252
TestCase1,ref_reg2,360.366
TestCase1,ref_reg2,359.918
TestCase1,ref_reg2,360.681
TestCase1,ref_reg2,359.727
TestCase1,ref_reg2,359.718
TestCase1,ref_reg2,360.413
TestCase1,ref_reg2,359.908
TestCase1,ref_reg2,359.665
TestCase1,ref_reg2,360.454
TestCase1,ref_reg2,359.549
TestCase1,ref_reg2,360.145
TestCase1,ref_reg2,360.451
TestCase1,ref_reg2,359.866
TestCase1,ref_reg2,359.707
TestCase1,ref_reg2,360.464
TestCase1,ref_reg2,366.146
TestCase1,ref_reg2,378.392
TestCase1,ref_reg2,359.784
TestCase1,ref_reg2,359.843
TestCase1,ref_reg2,360.727
TestCase1,ref_reg2,359.442
TestCase1,ref_reg2,359.67
TestCase1,ref_reg2,360.248
TestCase1,ref_reg2,359.698
TestCase1,ref_reg2,359.878
TestCase1,ref_reg2,360.916
TestCase1,ref_reg2,359.565
TestCase1,ref_reg2,360.46
TestCase1,ref_reg2,359.988
TestCase1,ref_reg2,359.833
TestCase1,ref_reg2,360.744
TestCase1,ref_reg2,359.753
TestCase1,ref_reg2,359.655
TestCase1,ref_reg2,360.323
TestCase1,ref_reg2,360.023
TestCase1,ref_reg2,359.925
TestCase1,ref_reg2,360.941
TestCase1,ref_reg2,359.549
TestCase1,ref_reg2,360.538
TestCase1,ref_reg2,359.648
TestCase1,ref_reg2,359.639
TestCase1,ref_reg2,360.474
TestCase1,ref_reg2,359.435
TestCase1,ref_reg2,359.711
TestCase1,ref_reg2,361.24
TestCase1,ref_reg2,359.774
TestCase1,ref_reg2,359.621
TestCase1,ref_reg2,360.903
TestCase1,ref_reg2,359.826
TestCase1,ref_regflip,413.72
TestCase1,ref_regflip,413.014
TestCase1,ref_regflip,412.034
TestCase1,ref_regflip,412.693
TestCase1,ref_regflip,412.888
TestCase1,ref_regflip,413.789
TestCase1,ref_regflip,411.787
TestCase1,ref_regflip,412.366
TestCase1,ref_regflip,413.881
TestCase1,ref_regflip,435.246
TestCase1,ref_regflip,412.955
TestCase1,ref_regflip,411.912
TestCase1,ref_regflip,412.04
TestCase1,ref_regflip,412.626
TestCase1,ref_regflip,412.01
TestCase1,ref_regflip,412.492
TestCase1,ref_regflip,413.862
TestCase1,ref_regflip,413.085
TestCase1,ref_regflip,412.216
TestCase1,ref_regflip,412.935
TestCase1,ref_regflip,413.633
TestCase1,ref_regflip,412.671
