ACL v0.4 @ 0.01.cm,UE 4.15 @ 0.1cm,UE 4.15 @ 0.01cm
12.982318,10.257974,5.442348
10.106018,8.797888,5.008472
10.523868,9.637654,5.02702
10.552652,9.75306,5.040154
11.617116,9.807867,5.25552
11.617116,9.807867,5.25552
12.668107,9.831545,5.390793
12.668107,9.88724,5.42671
12.998316,9.88724,5.42671
9.772607,9.640062,5.01833
11.199152,9.693155,5.042292
11.28033,9.749407,5.061627
11.63728,9.906192,5.212241
11.63728,9.906192,5.212241
9.741358,9.268341,5.072546
11.426644,9.461285,5.140414
11.426644,9.461285,5.140414
11.520247,9.521717,5.213766
11.587408,9.521717,5.213766
11.587408,10.154768,5.345382
12.936909,10.398438,5.554926
10.684106,8.797939,5.028908
10.684106,8.797939,5.028908
11.225932,9.857293,5.064834
10.200323,8.820489,5.00383
10.310676,8.941232,5.00383
11.50615,9.054493,5.009786
11.50615,9.054493,5.04246
11.698009,9.276199,5.05997
12.039088,9.276199,5.191011
12.521566,9.317266,5.191011
12.521566,10.019571,5.40428
9.471635,8.578616,5.035201
10.740157,9.548,5.037858
10.740157,9.548,5.225338
12.202891,9.632282,5.225338
12.487167,9.935484,5.225338
10.373164,9.248138,5.100689
10.373164,9.248138,5.100689
11.052103,9.527345,5.170561
11.052103,9.527345,5.170561
12.08317,10.083814,5.258844
12.08317,10.083814,5.258844
10.567908,9.012541,5.032158
10.613428,9.257633,5.059713
11.000779,9.617844,5.11237
11.738657,9.67057,5.151732
11.764456,9.882353,5.151732
11.764456,9.958429,5.151732
11.764456,9.958429,5.284314
12.436468,9.958429,5.564669
11.094378,9.487267,5.06356
11.404081,9.769231,5.076045
11.404081,9.958248,5.120565
11.807713,10.138932,5.25188
12.355022,10.138932,5.25188
11.180942,9.729516,5.081067
11.608097,9.731918,5.161561
11.616649,9.743944,5.281887
11.617504,10.124293,5.291102
12.638936,10.15036,5.408698
10.285271,9.246451,5.0154
10.544586,9.530343,5.094499
10.764563,9.837089,5.108911
11.065868,9.888502,5.118124
11.440253,9.950413,5.172091
11.765472,10.00554,5.390314
12.734615,10.115071,5.44274
11.037905,9.666827,5.076708
11.979057,10.035088,5.40205
12.901563,10.126454,5.442436
10.389597,8.562819,5.010929
10.389597,8.562819,5.018408
10.428535,9.050695,5.063755
10.515507,9.050695,5.063755
10.515507,9.313943,5.066298
10.641699,9.398556,5.071393
10.809913,9.398556,5.071393
10.809913,9.444757,5.084173
10.838952,9.73179,5.218988
11.125879,9.855398,5.218988
11.691684,9.940379,5.271492
11.802837,10.069379,5.374717
12.101979,10.130053,5.412207
12.662169,10.232818,5.419476
9.825036,8.931458,5.40998
10.229211,8.931458,5.104972
10.446043,9.008641,5.138524
10.482403,9.179499,5.158736
10.482403,9.179499,5.158736
10.631799,9.208607,5.179108
12.210842,9.294925,5.250678
12.555899,9.479133,5.250678
12.612378,9.950073,5.332634
12.612378,10.148777,5.352291
10.488798,9.005056,5.066667
10.488798,9.438709,5.095659
10.660768,9.438709,5.114107
10.94855,9.586707,5.114107
11.294183,9.769616,5.128834
11.501895,9.825857,5.128834
11.501895,9.825857,5.324841
11.981281,9.993657,5.334549
11.981281,9.993657,5.334549
12.294118,10.428717,5.474275
10.169274,8.841474,5.414141
12.19802,10.05408,5.322672
12.19802,10.05408,5.322672
10.262866,9.341721,5.029636
10.262866,9.341721,5.029636
10.662906,9.633921,5.069495
10.662906,9.904716,5.122582
10.662906,9.966443,5.153694
11.642167,9.976007,5.153694
11.725888,9.976007,5.153694
11.725888,9.976007,5.300191
11.885094,10.097135,5.300191
11.885094,10.097135,5.322581
12.17035,10.104496,5.348598
12.330961,10.104496,5.348598
10.710989,9.56784,5.418187
11.152289,9.707532,5.139632
11.152289,9.919015,5.168806
11.335633,9.919015,5.168806
12.12037,10.485106,5.500722
11.279337,9.861182,5.178059
11.476439,10.006166,5.276479
12.476641,10.049059,5.276479
12.476641,10.082676,5.333839
12.715384,10.12623,5.422256
13.049637,10.12623,5.449567
10.224681,9.28035,5.087253
10.424034,9.28035,5.087253
10.460592,9.768788,5.097014
10.460592,9.768788,5.104972
11.366225,9.782278,5.104972
11.85772,9.786783,5.133333
12.039088,9.827515,5.157001
12.039088,9.868586,5.178994
10.661686,8.922885,5.424047
10.921429,8.922885,5.074917
11.021948,9.290798,5.074917
11.021948,9.450772,5.09606
11.830605,9.694746,5.176784
11.830605,10.012161,5.176784
12.204975,10.012161,5.5
12.231127,10.381184,5.536989
10.546656,8.63609,5.425947
10.546656,8.787447,5.098132
11.481827,8.787447,5.098132
12.771566,10.095996,5.492994
13.271776,10.129199,5.501403
13.857154,10.417975,5.515477
10.026667,8.725739,9.563532
10.463948,9.193057,5.048594
11.318954,9.361501,5.048594
11.341125,9.428572,5.100176
11.409656,9.715436,5.124853
11.440464,9.845387,5.152213
11.440464,9.845387,5.155883
12.348902,9.97886,5.161397
12.500864,10.08312,5.432574
12.996558,10.320342,5.455779
9.50163,8.703682,5.429671
10.430096,8.894855,5.070253
10.738031,9.325373,5.139366
11.055612,9.429927,5.178923
11.512504,10.11237,5.414211
12.045996,10.173529,5.474527
13.610083,10.242623,5.497926
11.578339,9.815912,5.154963
11.578339,9.815912,5.154963
11.578339,9.815912,5.154963
13.043311,10.293059,5.443579
10.393579,8.983593,5.075761
10.393579,8.983593,5.126806
10.772239,9.40857,5.126806
10.772239,9.40857,5.131552
11.055525,9.608319,5.131552
11.209908,9.845061,5.164415
11.297714,9.913277,5.179493
12.250241,9.951088,5.243173
12.431364,10.529915,5.561379
10.364354,8.675214,5.435074
11.05172,9.380383,5.027581
11.236633,9.518329,5.027581
11.236633,9.518329,5.037789
11.267818,9.581635,5.04861
11.48072,9.581635,5.135695
11.48072,9.608434,5.135695
11.714098,9.867433,5.276465
12.264177,9.867433,5.276465
12.562588,9.913429,5.284582
12.562588,10.00448,5.709537
10.572,9.360533,5.100147
10.572,9.360533,5.100147
10.643313,9.596244,5.162801
11.02292,9.731227,5.266807
11.390071,9.935484,5.307211
11.919947,10.134776,5.355246
11.980285,10.382821,5.522289
11.15997,9.874809,5.301019
12.760992,10.638158,5.479366
9.298113,8.455574,5.440268
11.447514,9.779876,5.170012
12.173588,10.102837,5.333957
12.173588,10.102837,5.333957
10.341859,9.481818,5.441954
14.153276,10.559595,5.523832
11.123149,9.620992,5.186349
12.199631,9.96119,5.248807
12.391042,9.995673,5.425082
12.695796,10.189678,5.487587
12.803103,10.504775,5.544887
12.872666,10.574502,5.619754
13.001266,10.586617,5.639648
11.862773,9.422204,5.101799
12.030005,9.652968,5.135601
12.094136,9.943981,5.266448
12.116191,10.20136,5.479265
11.41297,9.433004,5.177043
11.41297,10.048509,5.177043
11.41297,10.048509,5.177043
12.027232,10.048509,5.26555
12.873918,10.511002,5.490325
11.038651,9.185965,5.039461
11.038651,9.335182,5.06111
11.238731,9.441795,5.06111
11.448284,9.441795,5.085141
12.39127,9.9,5.228448
10.666667,8.661797,5.087633
11.301406,8.661797,5.192337
11.301406,9.076158,5.192337
11.435597,9.493996,5.253877
12.404576,10.251135,5.494903
12.928654,10.807017,5.642636
10.662795,9.081225,5.451639
10.72809,9.081225,5.099338
10.944521,9.329685,5.099338
10.944521,9.792821,5.132782
10.871203,8.426517,5.453184
11.13253,9.382543,5.198312
11.145442,9.520111,5.233417
11.536827,9.993344,5.478053
11.562508,10.47482,5.483054
9.800568,9.279601,5.45471
10.307151,9.411444,5.087428
10.710077,9.411444,5.089034
10.913728,9.420611,5.119746
11.194166,9.550859,5.119746
11.194166,9.866558,5.152477
11.356505,9.904957,5.170106
11.699268,9.913079,5.212461
11.782651,10.038613,5.33201
11.908145,10.086775,5.704377
12.901814,10.118435,5.799472
10.080058,8.787288,5.456217
11.453722,8.787288,5.456217
11.660935,9.423702,5.188613
11.660935,9.5177,5.188613
11.690349,9.5177,5.190273
12.072438,9.541961,5.2181
12.469955,9.676675,5.2181
12.765165,10.000822,5.234377
12.765165,10.096266,5.280382
9.840157,9.415881,5.457706
11.745294,10.162274,5.358573
15.704963,10.657671,5.714353
10.229372,9.41716,5.083557
10.229372,9.41716,5.083557
11.287219,9.94551,5.163995
12.276266,9.94551,5.163995
12.276266,9.94551,5.163995
12.276266,10.110792,5.202154
12.336191,10.110792,5.202154
12.336191,10.110792,5.202154
12.336191,10.181818,5.322389
11.304685,9.476018,5.157358
11.373395,9.923554,5.19083
11.569762,9.94146,5.239645
11.976332,10.078862,5.271954
12.795252,10.330833,5.448632
13.670021,10.501482,5.49878
13.738191,10.616142,5.628604
10.849315,8.568779,5.12595
10.849315,8.568779,5.12595
10.93611,9.183876,5.155611
11.727818,9.999198,5.594976
12.749713,10.449424,6.016641
11.092356,8.880948,5.122334
11.363513,9.988858,5.148072
11.679423,10.018759,5.251464
12.907572,10.148373,5.31203
12.939176,10.353475,5.957518
11.370174,8.889828,5.094503
11.691239,10.243764,5.350281
11.966832,10.272931,5.58267
12.609086,10.503639,5.90991
11.014304,9.538288,5.270144
13.575531,10.281206,5.501786
10.900331,8.718964,5.091416
10.902655,9.284184,5.280182
10.902655,10.056648,5.295495
11.655762,10.056648,5.295495
10.459786,9.031782,5.153908
10.459786,9.999223,5.16737
10.459786,10.032377,5.173087
11.265002,10.038251,5.20344
11.585989,10.046094,5.257154
11.697976,10.143167,5.257154
12.078431,10.143167,5.257154
12.108286,10.143167,5.26361
11.125349,8.537205,5.090408
11.125349,8.537205,5.161496
11.125349,9.428572,5.168198
11.216995,9.489089,5.195181
11.257261,9.655533,5.195181
11.257261,9.655533,5.195181
11.531981,9.805572,5.293504
12.116614,10.10625,5.293504
12.116614,10.10625,5.298925
12.133661,10.10625,5.298925
15.171968,10.570786,5.555508
11.689198,10.058357,5.298992
11.704969,10.315497,5.342502
12.061638,10.448013,5.456184
12.304077,9.632082,5.269196
12.380445,10.03642,5.277694
12.387035,10.090576,5.278758
12.493439,10.25862,5.408532
12.503881,10.368317,5.48847
14.449121,10.573505,5.561338
12.123611,8.940417,5.180289
12.123611,8.940417,5.180289
12.47983,10.112904,5.202806
12.47983,10.112904,5.202806
12.47983,10.112904,5.202806
12.512443,10.357522,5.363886
13.108829,10.527284,5.541084
10.56667,9.182874,5.475555
11.848141,9.584947,5.102678
12.249495,10.262689,5.356522
10.548154,9.145898,5.123462
13.832814,10.468369,5.456631
10.902101,9.387283,5.13235
11.533843,9.450185,5.27896
12.129689,10.024692,5.539797
12.866454,10.446784,5.625866
12.969981,9.853747,5.236568
13.496933,10.803768,5.727949
11.381063,9.558808,5.23597
11.928921,10.245322,5.302034
12.142009,10.253074,5.784038
12.627068,11.216222,5.893455
10.295751,8.282589,5.09972
11.042334,9.031809,5.171805
11.042334,9.031809,5.171805
11.196549,9.459657,5.181637
11.196549,9.577653,5.184593
11.382399,10.063873,5.184593
11.739018,10.063873,5.206877
12.133541,10.477801,5.462525
12.29638,10.635193,5.636477
11.470656,9.423169,5.482948
11.470656,9.58294,5.098958
11.636209,9.926489,5.098958
11.636209,9.926489,5.121345
11.742129,9.969812,5.121345
12.188528,9.969812,5.24732
12.434566,10.213115,5.418462
10.656615,9.023241,5.102453
12.366981,9.653651,5.324706
13.307265,9.915828,5.380306
11.193216,9.017567,5.485307
11.36182,9.017567,5.16153
11.522394,9.565217,5.16153
11.522394,9.739986,5.293107
12.346064,10.140845,5.324114
12.359826,10.232558,5.339497
12.55577,10.260966,5.356004
11.097442,9.893167,5.087425
11.623854,10.07919,5.26123
12.273889,10.07919,5.26123
12.273889,10.07919,5.26123
12.273889,10.091963,5.269187
10.773785,9.213675,5.155049
11.351964,9.930203,5.179819
12.251339,9.937245,5.464613
12.303775,10.40193,5.596645
12.622382,10.469929,5.614583
13.065144,5.614583,5.968484
10.221053,8.757613,5.103124
13.497127,10.426193,5.482879
11.131802,9.651226,5.489877
12.772594,10.274112,5.315325
13.233392,10.373787,5.404024
11.414263,9.541192,5.49099
11.461329,10.39781,5.414291
12.176515,10.710526,6.158003
13.511975,11.483273,6.611743
11.78523,9.242982,5.185373
11.78523,9.242982,5.201852
12.123161,9.940656,5.246634
12.292243,10.066421,5.246634
11.241534,9.945778,5.191167
12.242746,9.945778,5.236476
12.366955,10.020181,5.236476
12.366955,10.120542,5.284037
12.88357,10.120542,5.284037
12.88357,10.325564,5.339885
10.671089,9.199873,5.319126
12.388533,9.661939,5.407041
13.722953,9.791004,5.407041
13.722953,9.791004,5.749007
14.016097,10.966666,5.794456
11.378421,9.485416,5.229249
11.559174,9.844748,5.298262
11.175937,8.574359,5.195312
11.399075,8.574359,5.195312
11.399075,9.262424,5.237627
11.456539,9.735485,5.25267
11.456539,10.086177,5.25267
11.781167,10.086177,5.430586
15.343472,10.342877,5.555345
12.039498,9.773717,5.291716
12.419486,10.18314,5.352379
12.866313,10.399152,5.398055
9.661956,9.174062,5.498466
9.661956,9.174062,5.498466
11.602118,9.568932,5.171491
11.602118,9.568932,5.171491
12.710586,10.24,5.376489
13.191167,10.385669,5.966102
10.654956,9.694064,5.216216
11.848516,10.099218,5.225387
11.960564,10.106087,5.306079
11.997982,10.522924,5.573746
13.397341,10.945314,6.288374
11.437979,9.540476,5.127167
11.463213,9.747472,5.132892
11.463213,9.892715,5.244164
11.654379,9.892715,5.276115
12.452225,9.991973,5.276115
12.725375,10.418832,5.46879
13.389804,10.540131,5.527986
12.14683,9.575892,5.2
12.14683,9.575892,5.2
10.303465,9.199635,5.502507
10.303465,9.199635,5.502507
10.535428,9.559462,5.157454
10.535428,9.559462,5.157454
11.130819,9.685224,5.23755
12.268672,10.12886,5.259911
11.304332,9.594561,5.503492
11.304332,9.638761,5.173161
11.590449,9.684916,5.241081
11.967653,10.131241,5.283985
11.973557,10.131241,5.283985
11.973557,10.143096,5.326662
12.500206,10.143096,5.326662
11.388235,9.108888,5.136793
11.388235,9.108888,5.136793
11.749157,9.752759,5.249096
12.185833,9.929013,5.249096
12.185833,9.929013,5.459135
13.500997,10.631799,5.666605
16.152563,11.253736,5.937494
10.703222,9.430989,5.154487
11.786923,9.887402,5.238633
11.391585,9.506173,5.139758
11.614971,9.506173,5.139758
11.614971,9.551868,5.19612
11.625932,9.551868,5.19612
12.205271,9.720688,5.30943
12.205271,9.978941,5.348615
12.998523,10.271803,5.411579
11.133532,9.543394,5.130781
11.385379,9.680688,5.245107
12.113883,10.145526,5.290378
10.784538,9.29013,5.21072
10.784538,9.29013,5.21072
11.692539,10.002572,5.274777
11.759947,10.002572,5.274777
11.759947,10.091808,5.299489
12.214784,10.091808,5.299489
12.214784,10.452957,5.615162
13.252955,10.622503,5.993257
10.807017,8.60501,5.174543
11.848399,9.686134,5.190437
11.831098,8.310012,5.206928
11.831098,8.310012,5.206928
11.141206,9.101917,5.244622
11.608218,9.884158,5.244622
11.962865,9.985766,5.308113
11.977615,10.147862,5.324676
12.682535,10.276692,5.487095
14.795547,10.776583,5.652135
9.841927,9.5144,5.51284
12.938813,9.6047,5.201175
13.214363,10.1587,5.605416
10.097962,7.781368,5.1794
10.097962,7.781368,5.1794
11.691044,9.883369,5.358314
12.6042,10.359638,5.388964
11.271581,8.282553,5.145644
11.472465,9.09466,5.150996
12.513997,9.726806,5.229245
12.584947,9.781492,5.302471
12.584947,9.781492,5.302471
13.107718,12.109104,6.962146
11.805074,10.281354,5.303378
11.805074,10.281354,5.303378
14.605397,11.238923,5.981688
12.366889,9.642137,5.51634
12.440275,10.25209,5.382475
9.76827,9.75878,5.517195
11.439384,9.830774,5.125677
11.439384,9.994796,5.125677
11.55477,9.994796,5.202454
12.433781,10.068774,5.281993
10.319963,9.503694,5.518042
10.871489,9.6109,5.518042
11.36492,9.926464,5.209147
11.36492,9.926464,5.209147
11.896636,10.257035,5.378259
12.542721,9.126557,5.213732
11.412322,9.545913,5.519713
11.91543,9.643221,5.260148
11.333561,9.568244,5.134522
11.333561,9.664148,5.134522
11.383984,9.935484,5.143652
11.483214,9.935484,5.235951
12.471272,10.430856,5.558359
13.182998,10.749394,5.679358
13.857113,10.749394,6.173147
10.926271,9.426798,5.144397
11.175654,9.601494,5.161081
11.607503,9.963626,5.186312
11.67543,10.247777,5.368784
10.642574,9.233223,5.196904
10.771477,9.233223,5.201735
11.254442,9.463566,5.201735
11.254442,9.5375,5.223994
11.442399,9.633286,5.247675
11.976099,9.673534,5.31539
12.024355,10.009541,5.31539
12.291808,10.134943,5.357804
13.281377,11.07804,6.354722
11.346959,9.363132,5.148614
11.401623,9.523084,5.156881
11.419961,9.562234,5.18383
11.447094,9.57445,5.187817
11.467528,9.630497,5.189014
11.497827,10.038994,5.304915
12.623187,10.061456,5.500897
14.668262,10.630733,5.618659
11.827544,9.831689,5.523763
11.489724,8.789773,5.165276
11.521327,9.287488,5.16959
11.709113,9.545365,5.310759
12.425703,9.761652,5.329888
13.145617,10.275967,5.387684
14.699924,10.285282,5.38939
15.735538,10.823342,5.667139
12.284033,9.487443,5.215959
13.747374,10.254349,5.380971
14.731444,10.272837,5.742022
10.793856,9.5474,9.810598
11.043776,9.61826,5.187613
11.42686,9.654765,5.21202
11.720819,9.807796,5.231472
11.734336,9.955646,5.267582
13.575925,9.987494,5.291118
10.763602,9.752898,5.198704
13.379618,9.804178,5.346559
11.567351,9.12803,5.527638
12.003118,9.873201,5.527638
12.003118,9.873201,5.132573
13.096476,10.651706,5.624087
11.058543,9.5892,5.528393
12.208717,9.755852,5.187658
12.865355,9.879081,5.261774
13.680818,10.14546,5.366847
13.687543,10.36759,5.428371
12.139248,9.694398,5.228146
12.875875,10.04396,5.244618
12.999164,10.424333,5.421947
11.195536,9.696769,5.296327
12.087788,10.296774,5.39645
14.24133,10.429823,5.463202
11,9.577947,5.181224
11.136338,9.679154,5.324375
11.692001,9.797472,5.387412
12.761353,9.986125,5.435154
13.950158,10.191013,5.712018
11.007691,9.597615,5.53135
11.140117,9.601518,9.834791
11.997629,10.055359,5.26809
11.243362,9.574485,5.305988
11.783641,9.517315,5.532791
12.272391,9.604301,5.248714
12.086569,9.856339,5.167711
12.552737,9.856339,5.167711
12.611194,10.015911,5.252049
12.611194,10.284322,5.481934
10.403753,9.586592,5.122752
10.403753,9.621145,5.122752
10.859941,9.621145,5.167933
12.196988,9.632718,5.183917
13.725386,10.819997,5.71003
11.347748,10.096958,5.206504
11.347748,10.096958,5.206504
12.962639,10.257974,5.368786
10.624555,9.062198,5.536291
11.477359,9.583301,5.227442
12.785007,10.135518,5.310345
11.209419,9.869934,5.382875
11.209419,9.869934,5.382875
12.568195,10.296952,5.388811
12.568195,10.296952,5.388811
10.632579,9.080054,5.537652
10.713433,9.196901,5.537652
10.713433,9.196901,5.537652
11.20682,9.444701,5.151655
11.645626,9.983995,5.214053
11.869075,10.026151,5.277603
12.546252,10.616095,5.555623
10.880589,9.188315,5.152297
11.274308,9.618738,5.162732
11.488965,9.732718,5.163814
11.568075,9.928811,5.182641
12.153398,10.069473,5.199043
14.336695,10.113559,5.298545
14.801022,11.419744,6.009756
11.814101,9.555613,5.209713
13.405815,10.121079,5.348224
11.959246,8.421195,5.226562
11.867667,9.595506,5.221427
12.028169,10.129667,5.273085
11.319283,9.664447,5.163895
11.413446,10.025243,5.163895
11.413446,10.025243,5.185542
12.588206,10.108506,5.294695
12.626119,10.195919,5.361279
12.915704,10.318611,5.378475
13.936651,10.334155,5.442481
13.027511,10.32121,5.445059
10.282625,9.239252,5.542878
11.261343,9.757086,5.32
12.959032,10.108424,5.423927
13.377176,10.283319,5.473094
13.794379,10.367403,5.557455
10.559027,8.129416,5.142319
12.564191,9.714358,5.289384
13.179881,9.797845,5.335568
13.255358,10.280484,5.341912
12.006576,9.24,5.234234
11.967671,9.949606,5.169867
10.870843,9.547733,5.54537
11.30978,9.659878,5.164885
12.391088,9.930379,5.203824
13.323223,9.986823,5.222102
13.644194,10.046524,5.320212
14.108586,10.425894,5.320944
14.15379,10.600302,5.540998
11.740433,9.708068,5.242908
13.332646,10.070845,5.273184
13.658777,10.098361,5.334433
11.011659,9.132075,5.166346
11.076617,9.621435,5.166346
11.076617,9.712576,5.198052
11.392398,9.712576,5.251297
11.845254,10.289714,5.427974
12.084988,10.555947,5.476037
12.405317,11.483053,6.097817
12.000613,9.639231,5.166898
12.000613,9.639231,5.166898
13.927719,10.171889,5.280238
14.217538,10.762416,5.719968
11.624362,9.210742,5.236698
11.998167,9.533868,5.25527
12.146813,8.996805,4.901654
12.82342,9.764459,4.994805
10.801856,9.197769,5.548966
10.920328,9.436814,4.772171
11.101823,9.59583,4.7866
11.651726,9.778381,4.933067
11.797601,9.868595,4.953442
12.334398,9.984359,5.009239
10.882498,8.789293,5.54955
11.064327,9.476923,4.863753
13.589397,9.936727,5.00403
13.727909,10.094512,5.221711
11.582142,9.103275,5.550129
11.911602,10.246885,4.996367
11.911602,10.246885,4.996367
11.729896,9.601918,4.990963
13.162394,10.283807,5.156804
12.393795,8.752277,4.907322
12.393795,8.752277,4.907322
13.519182,9.909862,4.988317
11.375489,7.985857,5.55296
11.454007,8.768683,4.790103
11.677725,8.91188,4.821918
11.794604,9.010638,4.838848
11.903381,9.129,4.897133
11.962045,9.138233,4.903926
12.016848,9.381793,4.946286
12.377197,9.646696,4.983574
12.417837,9.652422,5.006896
10.938087,8.027933,4.881287
10.938087,8.027933,4.881287
11.671672,9.303545,4.885962
11.95985,9.582062,4.915091
11.977401,9.674055,4.915091
12.718349,10.013495,5.106996
13.068751,9.943925,5.001709
10.826937,9.03891,4.871801
11.97728,9.546784,4.894126
12.054529,9.638537,4.945039
12.559908,9.968,4.988838
12.628165,8.619883,4.960577
12.153733,9.107618,4.889177
10.717185,9.274005,5.556224
12.020815,9.806603,5.016892
10.809816,8.080937,5.556754
10.809816,8.080937,4.825856
11.264237,8.912761,4.825856
11.264237,8.96734,4.872906
13.250992,8.96734,4.882312
13.368784,9.188463,4.882312
13.482152,9.345874,4.928728
13.457992,10.217832,5.198957
10.692268,8.580875,5.557803
11.204477,8.912868,4.869354
12.994977,9.458268,4.876414
13.757199,9.49887,5.064386
12.01994,9.831314,5.023334
12.935622,9.981313,5.165381
10.528278,8.809153,5.558837
12.357747,9.771574,4.99646
11.584628,8.480447,5.559349
11.958641,9.495978,5.559349
12.508534,9.821837,4.879908
11.065629,9.218369,5.559856
11.411985,9.467983,4.873529
10.316145,9.608798,4.788547
10.316145,9.608798,4.788547
11.437884,9.920519,4.923466
12.078431,9.472222,4.99779
11.36831,8.353352,4.878104
11.517863,9.527176,4.952621
10.94063,8.413513,4.845675
12.144907,9.786011,5.077712
11.727041,9.889429,4.909193
11.478261,9.384221,4.820428
11.478261,9.384221,4.820428
12.049417,9.407351,4.964932
14.78649,9.593443,5.051505
10.939212,8.510096,4.837077
12.086718,9.725958,4.837077
12.086718,9.725958,4.901129
10.935362,8.603017,4.872182
11.72594,8.720995,4.883757
12.019308,8.720995,4.883757
12.019308,9.498818,4.886187
12.418657,9.723463,4.905438
11.036267,8.865967,5.565217
12.110588,9.130623,4.945584
13.128691,9.666957,4.966073
12.280058,9.085638,5.160116
10.789394,8.325876,4.859101
10.789394,8.325876,4.859101
12.011834,9.247334,4.885413
11.821935,9.192616,4.929762
13.004643,9.729484,5.045201
15.940951,10.103483,5.304688
12.056646,9.582077,4.907766
12.361204,9.013737,4.975385
11.171082,8.507491,4.901284
12.100876,8.632516,4.902296
12.857767,9.835796,5.021924
10.028064,8.560359,9.047176
10.028064,8.560359,9.047176
12.783119,9.973397,5.16376
11.455816,9.214335,4.869694
11.165374,9.432756,5.570193
11.165374,9.677596,4.883704
11.988024,9.677596,4.883704
11.592021,9.777778,4.926424
12.548381,9.786062,4.931682
11.220333,9.295899,4.811251
11.587051,9.570352,4.907782
12.486767,9.667153,4.970938
12.902992,9.739259,4.978413
12.479506,9.280255,4.833758
12.624321,9.914304,5.051374
11.763282,9.474518,4.956397
12.055028,9.577586,4.975953
11.198661,9.215748,4.854166
11.285723,9.46734,4.854166
11.285723,9.46734,4.937615
11.618315,9.671728,4.94335
11.611149,7.889477,4.915751
12.111133,8.378523,4.961445
11.233932,8.323591,5.573593
11.54812,9.112953,4.938424
12.049188,9.650541,4.95291
12.233924,9.730987,5.043525
11.198017,9.08572,4.836792
12.55479,9.432634,4.897723
12.659505,9.478817,4.938004
12.681505,9.548465,4.957617
11.101664,8.884615,5.575631
11.983539,8.903548,4.836479
12.573073,8.903548,4.972112
13.397839,8.903548,5.03595
13.397839,9.128527,5.049711
13.397839,10.042429,5.049711
14.021449,10.049781,5.049711
11.457571,9.064786,4.859317
11.437086,9.427958,4.833425
11.437086,9.427958,4.833425
12.959327,9.497797,5.00232
13.64749,9.65085,5.228779
12.633437,9.480616,4.997843
12.334786,9.723733,5.043963
13.616571,9.84164,5.023027
12.126134,9.137171,4.830245
12.126134,9.137171,4.830245
13.912772,9.299764,5.04944
11.855387,9.479195,4.925422
14.095808,9.589524,5.199748
14.383939,10.614988,5.289321
11.610395,9.358875,4.86634
13.211136,9.952434,5.071903
11.509024,9.333333,4.891774
12.198394,9.55291,4.923732
13.479303,9.638988,4.929343
11.411321,8.924343,4.836524
11.624672,9.018707,4.837462
11.863052,9.146838,4.886495
12.503696,9.295948,4.911265
12.538259,9.37102,4.967989
12.54141,9.40458,5.060959
12.633498,9.856974,5.099494
12.471966,9.764901,5.058621
12.776005,10.134656,5.07761
11.194381,9.111434,4.814346
12.186916,9.285001,4.902974
12.28533,9.446609,5.037275
10.961093,8.417551,4.84561
10.961093,8.417551,4.909144
11.320856,8.782351,4.909144
12.643583,9.880265,5.188796
10.663886,8.967464,4.876532
10.879236,9.1168,5.583538
12.333293,9.814157,5.078845
12.333293,9.814157,5.078845
12.333293,9.814157,5.078845
10.658427,8.499343,5.584588
11.449687,9.267305,4.823491
11.085507,9.552579,5.585278
11.241726,9.556086,4.813168
12.042802,9.683192,4.958986
13.130353,9.78789,5.067861
11.339271,9.24,4.943516
10.147779,9.145053,5.58596
12.282758,8.097808,5.236901
10.971123,8.904411,5.587961
11.676765,9.343153,5.049181
12.942117,9.75057,4.90617
11.664261,8.817325,4.920218
13.2862,10.095041,5.144635
12.668195,9.859155,4.866378
12.668195,9.964873,4.866378
13.111962,9.964873,5.100303
11.084347,8.211467,4.851262
12.451591,8.704617,5.077795
12.82726,9.450488,5.12581
10.837545,8.50564,4.818014
11.408598,8.987342,4.82503
11.206868,7.733127,4.837554
11.393776,7.733127,4.872811
11.393776,9.032704,4.909685
12.44515,9.100174,4.909685
11.920642,9.652884,4.974259
14.573359,10.06278,5.004597
12.763515,9.088691,5.591764
14.537471,9.934591,5.59207
12.173244,9.866525,4.957525
11.161213,8.66963,4.849442
11.161213,8.66963,4.849442
11.631152,9.19517,4.851769
12.195009,9.931934,4.854099
10.558333,8.781287,5.592977
12.257696,9.086879,5.592977
12.661367,9.800984,4.842809
12.558754,9.995721,4.944736
12.379694,9.341088,4.957009
13.548659,9.74008,5.045102
10.670958,8.174026,5.594164
10.856977,8.655405,4.834792
10.914795,9.439625,4.847057
11.710783,9.465782,4.875357
11.955789,9.340275,4.993639
10.98827,9.134016,5.594748
11.628604,9.339486,5.594748
12.609086,8.810232,4.993059
11.692403,9.321881,4.845444
11.692403,9.321881,4.845444
11.77353,9.54939,4.886798
12.034545,9.85069,4.948595
13.913065,9.877939,5.107178
13.913065,9.877939,5.107178
13.913065,9.877939,5.107178
11.056639,8.909881,4.841298
11.833342,9.839329,4.879752
11.833342,9.839329,4.879752
12.182539,9.674309,4.942378
10.498569,9.192201,4.848053
11.550577,9.471095,4.851107
12.814163,8.16009,5.307668
11.029779,8.8733,4.879028
11.402926,9.841173,4.879028
11.402926,9.841173,4.889301
11.234493,9.13396,4.87053
11.234493,9.13396,4.87053
12.12485,9.373053,4.888479
12.12485,9.373053,4.888479
11.540699,9.360953,4.888276
