ACL v0.4 @ 0.01.cm,UE 4.15 @ 0.1cm,UE 4.15 @ 0.01cm
12.341435,9.559749,5.002137
14.285576,9.725244,5.416444
11.329076,9.636007,4.856484
11.774617,9.864036,4.886256
13.084577,10.129143,5.224964
10.574635,7.318359,5.599205
11.525239,9.473127,4.84761
14.654854,9.814289,5.074527
11.84024,9.047765,4.911975
11.410692,9.606335,4.907252
11.875069,9.224982,4.911046
12.271169,9.318011,4.935856
12.445741,9.491978,5.600263
12.706432,9.696065,4.993273
13.908752,9.700788,5.024554
14.347941,9.923109,5.050674
13.71082,9.7329,5.039835
11.005039,8.895143,5.600783
11.763208,9.034296,4.833803
11.79092,9.838644,4.876979
11.943326,10.001665,5.01231
12.198327,9.721629,4.889086
13.341122,9.940379,5.058465
12.917345,9.133825,5.018901
11.827152,8.350035,5.004113
12.141079,9.351089,4.860657
12.181395,9.506614,4.860657
12.181395,9.506614,4.925728
13.278289,9.313626,5.048768
11.322293,9.600493,4.972109
13.565767,9.80011,4.995664
12.572062,9.111094,5.604529
13.095376,9.247535,4.87456
10.726368,8.453759,5.604769
10.821981,8.637105,4.827549
12.027894,9.787727,4.922374
11.996364,9.134737,5.096601
12.321208,9.892467,5.107877
12.824165,9.893245,5.18587
12.002275,9.269772,4.894938
13.227586,9.891233,4.95297
12.60139,9.926934,5.050788
11.922023,9.894623,5.111726
10.951932,7.398275,5.606878
11.214248,8.894301,5.606878
11.509094,9.252932,5.606878
11.687469,9.565217,4.927335
12.704502,9.646792,5.112391
13.093628,9.900852,5.144904
11.93976,9.078032,4.856721
12.64445,9.632218,4.917717
12.64445,9.632218,4.917717
11.999627,9.089522,4.91052
12.033836,9.36865,5.002487
12.349545,9.912535,5.046212
13.224858,10.107875,5.056319
12.949227,8.9607,5.607787
12.949227,8.9607,5.607787
11.281364,8.796418,4.847402
11.584741,9.067059,4.851936
11.984103,9.067059,4.92136
11.984103,9.343421,4.92136
11.35112,9.157108,4.851299
11.417428,9.157108,4.856555
11.668552,9.262168,4.881178
11.668552,9.262168,4.881178
12.257261,9.34004,4.897547
12.257261,9.644999,4.897547
13.653741,9.665702,5.144685
12.891609,9.047526,5.050157
11.193818,9.256654,5.609771
11.490434,9.332672,4.847183
12.679042,9.504939,4.860588
12.704703,9.964774,5.142545
12.515001,9.717514,5.6102
13.853557,9.878422,5.102874
11.761662,8.447216,5.610414
12.53463,9.198808,4.988276
13.272419,10.255589,5.407681
11.67402,8.945801,5.610837
11.892634,9.053289,4.866589
11.892634,9.238293,4.866589
13.635007,9.238293,5.200187
13.602524,8.612331,5.161479
12.159913,9.819245,4.865331
12.630413,9.583879,4.903494
12.666071,9.907692,4.903494
12.666071,9.907692,4.96536
12.741425,10.222424,5.184509
12.306575,9.789079,4.918878
12.012883,9.177296,5.612699
13.28934,9.608018,4.906156
13.28934,9.608018,4.906156
11.227187,9.256088,4.876832
11.323153,9.680312,5.159539
11.72227,9.217579,4.856595
12.135647,9.441344,4.896924
12.135647,9.441344,4.896924
12.483656,9.07674,4.987899
12.820813,10.272781,5.286743
10.961636,9.332074,5.614095
10.963809,9.49612,5.614095
12.560605,8.829713,5.614291
12.929105,9.438845,5.614291
14.079642,9.693664,5.015016
14.523735,9.795053,5.254379
12.209545,9.93975,4.982889
13.952295,9.780525,5.280334
12.960892,9.434947,5.108524
11.80864,9.88841,4.89368
11.187483,8.315434,5.615258
11.440934,8.624,5.615258
11.708092,8.817163,5.615258
12.734212,9.208832,4.915986
13.27209,9.630953,5.098596
13.880057,10.012861,5.162835
12.207031,9.022742,4.962827
14.337255,10.289182,5.291977
11.293251,9.021168,4.963198
13.137508,9.994616,5.080092
11.435551,9.140234,4.882135
12.213564,9.196123,4.886692
12.319463,9.268472,4.915748
12.982353,9.167614,5.616392
13.160324,10.131434,5.220148
11.07088,8.985193,4.874517
11.814258,9.470943,4.910268
13.01072,9.934099,5.051684
13.095551,10.118065,5.210611
12.021656,7.700414,4.957596
11.833026,8.696996,5.617678
14.545345,9.732188,5.103895
12.00049,9.499903,4.921314
13.014661,10.02908,5.16964
11.967229,9.124373,4.877897
11.966974,9.529457,4.866199
10.872835,8.723783,4.870997
11.91941,9.247818,4.924669
12.450928,9.503149,4.937692
13.17792,9.201942,5.13087
11.551928,9.304385,5.620986
13.24585,9.385308,5.075663
11.866646,8.43364,4.979708
12.022145,9.933522,4.980201
11.491489,8.969632,4.934996
11.232377,7.813148,4.924957
12.363726,9.393503,5.082201
12.294065,9.405017,4.947509
12.796561,9.507483,5.211023
12.856105,9.73399,5.026661
13.667984,10.100371,5.203557
13.107501,9.541346,5.159181
11.510146,10.016912,4.946202
11.439056,8.873228,4.882251
11.503546,9.651383,4.924632
11.506337,9.006266,4.882584
12.621414,8.872283,4.94972
12.711151,9.576997,4.95666
12.711151,9.576997,4.95666
11.314423,9.343945,5.624203
11.272193,8.613145,5.624817
11.272193,8.613145,5.624817
12.569425,10.1165,5.209475
10.545491,8.497804,5.625421
11.036738,9.192698,4.843359
12.353582,9.208708,5.014701
13.156935,9.690269,5.23412
10.714665,7.430865,4.878255
12.407839,9.129981,4.878255
12.407839,9.129981,4.91545
13.523543,9.823533,5.07149
11.229899,8.585423,4.858576
11.626424,9.113253,4.869049
11.875848,9.351756,5.626602
11.516684,9.249514,4.870482
10.941533,8.638725,5.627323
12.646707,9.10192,5.070749
11.493916,8.887846,5.627465
12.339127,9.382781,5.070708
13.072796,9.25187,5.627607
11.695366,9.484893,4.984548
12.244965,9.064837,5.62789
11.24518,8.823606,5.62817
11.610744,9.217216,5.62817
12.326464,9.217216,4.92107
12.326464,9.342876,4.92107
12.51499,10.22963,5.261589
12.243251,8.618083,4.941571
12.531972,9.503011,4.922145
12.954507,9.834251,5.074337
11.922153,9.473145,4.905905
11.922153,9.473145,4.905905
12.41472,9.630015,4.909526
12.41472,9.630015,4.909526
11.855425,9.092437,4.899095
12.364338,9.312469,4.924432
11.643719,9.410147,5.62927
12.362645,8.445361,4.999106
12.600683,9.522351,5.275465
12.104513,8.854675,4.938419
12.341247,10.053685,4.957052
11.997299,9.128394,5.630075
11.997299,9.128394,5.630075
11.870226,9.17163,4.899069
12.704842,9.852274,5.081898
11.465982,9.236312,4.92936
12.224599,9.917485,5.112303
12.921283,9.123242,4.941272
12.921283,9.123242,4.941272
12.734859,9.294258,4.93604
12.809292,9.53587,4.93604
12.809292,9.53587,4.958088
14.013773,10.191379,5.164039
12.105278,9.206118,4.841565
12.133961,9.274801,4.912689
12.681081,9.933183,4.948826
12.69634,9.333333,4.908016
12.53689,9.390448,4.866797
12.028251,9.175091,4.898401
12.980049,9.431643,5.025371
12.717132,10.175622,5.157159
9.964603,9.508525,5.633368
13.317674,9.7366,5.177073
11.900304,9.197586,4.909211
11.900304,9.197586,4.909211
13.163264,10.220344,5.252209
13.552923,9.990937,5.223355
12.658266,9.272579,4.945241
12.658266,9.272579,4.945241
12.428144,9.75506,5.109924
10.698947,8.610722,4.871186
10.698947,8.610722,4.871186
12.109611,9.205595,4.913178
12.109611,9.205595,4.913178
11.640976,8.760303,4.885523
12.165898,8.81259,4.852431
12.165898,8.81259,4.91424
12.347576,9.359805,4.91424
12.062296,9.679356,5.000216
12.538698,9.102406,4.932457
12.451525,9.696237,5.008534
11.784822,9.276739,4.94825
11.355787,8.841618,5.637147
13.992665,10.255966,5.270226
12.120647,9.440613,5.637256
12.762835,9.241664,4.930388
12.762835,9.241664,4.930388
13.560096,9.497183,5.056347
12.01163,9.521796,4.999895
12.073834,9.646462,4.907797
12.073834,9.780792,4.907797
12.397434,9.780792,4.985568
12.542482,8.98158,5.075932
12.195683,10.034155,5.017473
13.525817,9.21943,5.209143
13.489051,10.099422,5.273915
14.535773,10.391004,5.329193
11.909713,9.318921,4.899929
12.592709,9.255179,4.914602
12.592709,9.255179,4.914602
13.04539,9.799078,4.935419
13.04539,9.799078,4.935419
11.859206,8.775287,4.893952
15.083955,10.208871,5.326087
13.333425,10.274265,5.276034
14.899043,10.586035,5.420059
12.092247,9.232004,4.924464
12.590446,9.232004,4.924464
12.590446,9.600904,4.965472
14.123457,10.041251,5.325335
12.416922,9.885999,4.885486
8.769316,8.344731,5.640639
11.902575,8.715698,5.640639
11.878126,9.114691,5.640833
13.437117,10.083473,5.187979
13.825649,9.170547,5.179363
15.293043,10.39737,5.417022
14.731077,10.168331,5.305968
11.730751,8.407655,5.641407
11.730751,8.407655,4.957393
14.575762,9.980627,4.957393
11.506937,8.894962,4.966025
12.234937,9.252185,5.022074
14.375241,9.464213,5.222372
12.025432,9.163497,5.641879
12.780568,8.170818,5.642066
11.864532,9.073831,4.882293
12.334621,9.879784,5.124118
12.350268,8.930473,4.973567
12.528942,9.494133,4.914814
12.528942,9.494133,4.914814
12.303669,9.308232,5.257434
12.288908,9.916214,5.034637
11.14917,7.853894,4.86408
12.028221,9.150009,5.093623
12.213588,8.909752,5.104297
11.280322,8.663107,4.898885
12.64577,9.768983,4.969656
13.095618,9.289414,4.953141
13.095618,9.289414,4.953141
13.805413,10.02037,5.232972
12.186954,9.134734,5.64387
13.801405,9.818354,5.212759
11.345957,8.617432,4.872211
12.41795,8.795917,4.943949
12.5703,9.249494,5.146287
13.423348,8.385714,4.871228
13.045918,9.139783,4.946397
14.034975,10.138209,5.134084
11.335089,8.752541,5.644648
11.553584,9.269364,4.874431
12.366872,9.754305,5.030547
12.267858,9.44625,4.891375
13.719021,10.136038,5.134702
10.880435,9.120337,5.076842
12.219763,8.976936,5.645072
11.643912,8.002403,4.894727
13.857909,9.800128,5.055015
13.517789,8.489579,5.146255
12.191122,8.438356,4.880036
12.371252,10.04379,4.944614
11.507441,9.66625,5.646144
14.557368,9.14093,5.238627
12.624333,9.700465,5.22894
11.918806,9.091075,5.646944
12.321037,9.201542,5.646944
14.033998,10.062039,5.207959
12.518472,10.253742,5.260549
11.283083,8.538449,9.213293
12.046,8.953994,4.896111
13.057446,9.913307,5.107947
12.256011,9.260465,4.936291
13.814475,9.962042,5.203211
12.255268,9.082708,5.648026
12.976876,9.78269,5.648026
12.191231,9.172434,5.648178
12.491111,9.972943,5.132279
11.745559,9.186538,5.648403
12.729978,9.616461,5.188684
11.726995,8.289206,5.648995
13.102992,9.633136,5.194994
12.238739,9.607173,5.107257
12.385185,10.000351,5.149433
12.232297,9.229675,4.987582
13.75273,10.403131,5.332151
12.660102,9.276582,5.649214
13.340951,9.380774,4.926674
12.943151,9.725491,5.240755
13.649343,10.268046,5.269679
13.515535,9.217483,4.985768
13.515535,9.217483,4.985768
13.515933,9.481818,5.194576
12.064479,8.926149,5.649431
12.862429,9.215048,5.201431
11.535233,8.294913,5.649503
11.700961,8.984536,4.933759
12.006045,8.94452,4.913077
12.892582,10.087749,5.186609
13.671829,10.287296,5.280161
14.148109,9.712938,5.237881
12.34002,10.374272,5.158485
10.656707,8.831751,5.650072
11.897367,9.208411,5.650072
12.472646,9.537755,4.911814
15.286209,9.805873,5.133671
13.180082,9.662695,4.98804
13.180082,9.662695,4.98804
13.893641,8.846376,5.28372
12.550057,9.212854,4.910739
12.908013,9.9956,5.217572
11.659163,9.072321,5.651175
12.827449,10.099218,5.115993
13.312782,9.669114,4.992398
13.312782,9.669114,4.992398
11.827957,9.368132,4.919317
14.846374,9.986195,5.216232
12.64173,8.827556,4.919602
12.653747,10.179872,5.228084
12.670012,9.233126,4.991928
11.975773,9.202482,5.651775
13.799869,9.870338,5.313156
14.912761,9.947384,5.356045
12.798687,9.086058,5.05689
14.573114,9.348394,5.352633
13.881542,10.30096,5.284084
11.960727,9.040428,5.652746
12.527692,9.040428,5.652746
12.527692,9.17113,4.961401
12.929414,9.411863,5.078041
13.652437,9.51264,5.134297
14.379992,10.009437,5.150415
12.170974,8.745168,5.653187
12.945992,8.999089,4.940814
12.097017,9.226917,4.985243
12.497697,9.501952,5.653435
12.574926,8.777935,4.958426
12.238014,8.470984,5.654166
12.809192,9.602256,5.17562
12.97677,10.371054,5.317518
12.381681,8.689655,5.125823
13.47356,9.501375,5.145795
11.922487,7.788331,4.884161
12.279915,8.436245,4.899213
12.66842,9.313739,4.96092
11.596025,7.647436,4.911842
12.225456,8.824142,4.93964
12.922749,9.204854,4.967936
13.177752,9.472154,4.982841
12.21288,9.473412,4.900134
12.372108,9.081967,4.914799
12.189761,9.196831,4.901872
12.042192,8.827519,4.917058
12.100052,9.794929,4.978429
12.244043,9.35166,4.911483
12.349876,10.410038,5.101766
11.728674,9.195175,5.655396
11.838294,8.444415,4.903901
11.735717,9.836979,4.926412
11.731225,8.949561,5.655904
12.138213,9.065112,5.655904
12.261871,9.30507,5.116439
13.028908,10.038203,5.160617
14.116909,10.063343,5.496181
12.329585,8.769897,5.65596
12.051465,9.135001,5.656016
12.246807,9.186609,4.897394
13.994761,9.34833,4.909149
14.055243,11.50011,5.148172
13.14121,10.184488,5.229713
12.033843,9.240651,5.656127
12.300434,8.699415,5.656292
11.920065,8.335378,5.656347
12.28588,9.528066,5.067015
12.463181,9.315608,4.95965
13.967886,9.675629,5.06579
12.260194,9.073702,5.65662
14.204483,9.880391,5.090518
12.359528,8.945112,5.656728
12.513134,9.23187,4.921021
12.819424,8.927536,5.113015
12.434872,8.815414,4.902728
12.505415,8.93232,4.907418
12.881931,8.849871,4.9285
12.259619,8.678448,5.65705
11.597489,8.946612,5.657103
12.702533,9.082719,4.913845
12.329321,9.526111,4.922271
12.018441,9.039702,4.890927
12.496777,9.756964,4.959724
13.247312,10.358294,5.305448
11.959712,8.820068,5.657577
12.119525,8.831577,4.917214
13.858781,8.605207,5.068704
11.256153,9.042541,5.657732
12.228322,7.941946,4.907769
13.369251,9.492636,5.069604
13.136352,10.24739,5.256742
11.940645,8.786981,5.657989
13.720513,9.716745,5.154739
12.249099,9.029217,5.025615
10.760565,7.415663,5.658142
13.091986,10.011687,5.074511
11.938088,9.081231,5.658344
12.546511,9.211561,4.913315
11.89261,9.113569,4.921496
12.842292,9.373913,4.928176
12.94856,8.940652,4.976313
11.309669,7.748428,4.900383
11.309669,7.748428,4.916811
12.005977,8.436045,4.916811
12.155942,8.963437,5.658694
11.614139,9.038194,5.658743
12.153995,9.197378,5.658743
12.415206,8.87029,5.007455
12.606071,9.4375,5.020203
12.634971,9.778974,4.970653
13.911404,9.47404,5.659135
12.312717,9.206823,5.659281
12.145393,9.910649,4.957332
12.764454,8.533535,4.956558
11.72407,8.469769,5.659425
12.597502,9.355903,4.912187
12.82401,10.009427,5.147554
12.580648,8.943474,5.04558
12.078689,9.204782,4.915007
12.623795,9.362011,4.974457
13.030307,9.784179,5.041203
12.33753,9.917577,5.104851
12.583579,9.123164,5.660087
11.808833,8.614673,4.926603
12.257331,8.725823,5.075006
12.784442,8.823407,4.911186
11.626617,9.233994,4.988414
12.642242,9.121038,4.933794
12.083971,8.866767,5.007914
12.683106,9.191843,5.112687
12.208146,9.240392,4.922362
11.966206,8.940562,5.660774
12.249743,9.275926,5.008604
12.465541,9.689452,4.997811
12.058272,9.227955,4.917895
12.968421,8.672207,4.938458
12.978466,9.267257,5.108737
13.003249,9.257545,4.931429
13.400761,9.498805,5.120465
12.387167,8.807873,5.661396
13.465478,9.14606,5.661396
11.364093,8.974859,4.909871
12.329474,8.924179,5.035123
12.368963,9.376025,4.920372
11.70302,8.847315,5.661743
11.911228,7.906651,4.864877
11.982557,9.25913,4.904894
11.78007,9.209929,4.976532
13.385056,9.633619,4.972744
12.246024,9.354159,5.662296
11.199793,9.429454,4.877918
12.037653,9.379259,5.662463
13.074188,8.842062,4.921165
14.467878,9.777148,5.264957
11.796251,8.748796,5.233766
12.424456,9.109329,4.923553
12.821229,10.003075,5.069265
12.479191,9.002353,4.938254
12.28483,8.881282,4.944273
12.339971,9.3506,5.663158
12.207781,9.313636,4.958095
14.88159,9.05962,5.340979
12.903145,9.148245,5.663319
12.069632,9.354413,4.908941
13.15179,9.143471,5.664024
12.75677,9.263702,5.147324
12.024253,9.252522,4.927655
13.005637,9.768444,5.664292
12.296147,8.610538,5.66433
11.902491,8.62146,5.664368
12.746017,8.717856,4.921983
15.568572,10.183357,5.664631
11.1453,8.252548,5.664706
12.040331,8.48312,4.987137
12.395971,9.41086,5.004026
13.635911,9.517856,5.065293
12.028007,9.371999,4.918079
13.143312,9.275772,5.664854
12.219029,9.378076,4.920638
12.473631,9.163651,5.665001
11.391411,8.816954,4.908311
12.758786,9.287887,4.944997
11.75991,9.378021,4.918219
12.691816,9.604146,5.02728
12.221586,9.380176,5.665685
13.479378,9.847444,4.986493
12.785873,8.243683,5.056062
12.010737,8.635664,5.665931
13.095238,8.635664,5.08282
13.095238,8.710866,5.08282
12.636318,9.033414,5.666
12.691321,9.382654,4.920843
12.690018,8.805353,5.666139
12.690018,8.805353,5.666139
12.133028,9.70889,4.868803
12.485478,9.460069,5.103625
12.66471,9.56927,5.082051
12.036143,9.325916,4.895147
12.398329,8.744306,5.667048
12.767253,9.757984,4.889999
13.088248,8.680309,5.667471
13.004125,9.291758,4.94679
12.08762,9.535213,5.066597
13.569385,9.138417,4.93925
13.303023,9.159732,4.949395
12.03162,9.839211,5.064712
12.168764,9.240241,4.920839
12.765173,8.600805,4.990891
12.955768,9.077862,5.668801
12.654573,9.431941,4.944789
12.79983,8.829983,5.669214
12.820432,9.255373,4.927866
13.474858,9.645349,5.273515
13.086512,9.336659,4.968482
14.423225,9.379353,5.284433
12.120593,8.635649,4.941198
12.911753,9.768248,5.032871
12.145968,9.313442,5.67001
11.538685,8.781561,4.956981
14.626153,9.253743,5.670176
12.848963,9.605745,4.956762
12.465862,9.406173,5.670312
14.039853,9.768223,5.260192
11.99084,8.213512,5.036566
12.379494,9.153134,4.945027
12.604102,9.275572,5.008196
12.045426,8.87228,5.670876
11.998555,9.064629,4.893023
12.285324,9.18386,4.900557
13.452239,9.362091,5.671007
12.824099,9.214593,5.047517
12.962174,9.028111,5.671059
12.853042,8.816322,5.046202
11.985805,8.949857,4.910151
12.983511,8.526976,4.948669
13.035246,8.776325,4.952219
13.560955,9.406838,5.073898
12.082898,9.361635,4.910195
13.073709,8.92136,4.963416
12.334195,9.636475,4.901776
11.888858,8.824029,5.672457
12.804218,8.877005,5.007911
12.185392,8.410631,5.672647
12.514845,9.308982,5.034741
14.160795,9.329446,5.327537
13.046944,8.412718,4.95004
11.512718,9.240698,5.672997
12.313319,8.93095,5.035929
12.582867,8.901772,5.673518
12.850028,9.168327,5.019613
12.777024,7.414551,5.165618
12.636567,8.86887,5.673673
12.772936,8.743667,5.673739
13.067213,8.513479,4.939047
12.691631,8.732962,5.674489
12.122639,8.427291,4.8885
12.64039,9.192672,4.964005
11.949457,8.145502,4.989722
13.375321,8.383886,5.21984
12.92543,9.311094,4.953629
12.381001,7.676362,5.16159
12.984595,9.309905,4.953311
12.497272,9.560861,5.676069
12.682823,7.981441,4.950058
12.746334,9.4726,5.033461
13.044866,9.298433,5.319792
12.954467,9.159675,4.94738
12.621277,9.245206,5.677369
13.084499,8.99744,5.300629
12.676234,9.087607,5.67762
12.822111,9.2601,5.218031
12.730985,9.094022,5.201675
12.332214,9.267361,4.930931
12.974661,8.875951,5.006167
11.208513,9.483017,5.677949
10.632812,9.13513,5.678079
12.819887,9.371939,5.280778
13.100423,8.305265,5.678111
13.705735,10.378871,5.312418
12.555845,9.206867,5.184474
12.345643,10.021327,5.145226
13.361157,10.306595,5.277039
14.048725,7.916829,5.678458
12.663327,8.237255,5.048882
11.20623,8.524042,5.679302
13.396858,9.155754,5.679447
11.841819,8.165342,5.000125
13.909545,10.051893,5.236059
12.497293,9.194904,5.680132
12.018064,9.316469,5.680321
12.042851,8.586109,5.051517
12.135508,9.003392,4.932974
12.843047,9.437947,5.084899
12.142542,7.98289,5.681598
14.880389,10.039184,5.153429
12.250393,9.298829,5.015576
12.002631,8.381991,4.92893
13.729808,10.086832,5.174272
12.254564,8.480781,5.682089
12.474837,9.322052,5.02537
12.087389,7.836888,5.682327
12.957518,8.760756,4.941967
13.31035,9.373432,5.050625
12.721084,9.269623,4.931177
12.010789,8.223482,5.683216
13.071894,8.29685,5.08553
12.036098,8.661697,5.684523
13.482222,8.593134,5.127124
12.432337,9.130399,5.687465
13.20011,8.829278,5.119696
13.125703,9.271731,5.688781
13.027983,9.660432,5.195343
13.052053,9.800683,5.689806
12.98457,8.832996,5.68982
12.822887,9.167186,5.689838
12.737004,9.639894,5.689895
12.754119,9.189523,5.690029
13.26074,8.985476,5.283999
13.959096,8.13328,5.118094
12.73621,9.313417,5.694414
13.473983,10.243726,5.694654
13.502063,8.73767,5.694812
