ACL v0.4,UE 4.15 @ 0.01cm,UE 4.15 @ 0.1cm,UE 4.15 @ 1.0cm
0.009971,0.009696,0.023130,0.023130
0.009997,0.009696,0.024186,0.024186
0.010148,0.000161,0.025576,0.025576
0.010148,0.011966,0.025576,0.025576
0.010186,0.013394,0.027023,0.027023
0.010186,0.013394,0.027023,0.027023
0.010545,0.013695,0.027150,0.027150
0.010545,0.014168,0.027150,0.027150
0.011148,0.014168,0.027984,0.027984
0.011148,0.014478,0.027984,0.027984
0.012861,0.014478,0.028110,0.028110
0.059217,0.021822,0.033115,0.033115
0.059217,0.021822,0.033115,0.033115
0.009930,0.013900,0.020454,0.020454
0.010294,0.013971,0.020887,0.020887
0.010332,0.013972,0.023273,0.023273
0.011489,0.013987,0.024525,0.024525
0.011626,0.013987,0.024525,0.024525
0.011626,0.014089,0.024763,0.024763
0.011707,0.014151,0.024851,0.024851
0.012261,0.014229,0.027623,0.027623
0.012689,0.014242,0.032299,0.032299
0.013084,0.014288,0.070324,0.070324
0.009916,0.013342,0.021398,0.021398
0.009964,0.013398,0.021614,0.021614
0.009964,0.013617,0.021864,0.021864
0.010210,0.013635,0.022944,0.022944
0.010210,0.013635,0.022972,0.022972
0.010287,0.013862,0.022972,0.022972
0.010306,0.013862,0.023021,0.023021
0.010410,0.013909,0.023026,0.023026
0.010576,0.013920,0.023026,0.023026
0.010672,0.013920,0.023058,0.023058
0.010672,0.014043,0.023137,0.023137
0.010807,0.014043,0.023137,0.023137
0.010807,0.014071,0.025251,0.025251
0.011177,0.014209,0.026130,0.026130
0.011533,0.014325,0.026130,0.026130
0.011533,0.014325,0.027862,0.027862
0.012353,0.014626,0.027862,0.027862
0.018782,0.014903,0.031716,0.031716
0.018782,0.014903,0.031716,0.031716
0.010643,0.012668,0.020415,0.020415
0.010643,0.012668,0.020415,0.020415
0.010768,0.013624,0.021362,0.021362
0.010768,0.013641,0.021362,0.021362
0.010784,0.013641,0.023723,0.023723
0.010784,0.013874,0.023723,0.023723
0.010953,0.013874,0.025815,0.025815
0.010953,0.013993,0.026042,0.026042
0.011033,0.013993,0.026042,0.026042
0.011033,0.014065,0.026477,0.026477
0.011191,0.014065,0.026477,0.026477
0.011191,0.014240,0.027030,0.027030
0.011347,0.014240,0.027030,0.027030
0.011347,0.014404,0.027770,0.027770
0.011454,0.014404,0.027770,0.027770
0.011454,0.014409,0.028329,0.028329
0.014127,0.014409,0.028329,0.028329
0.009855,0.000684,0.017656,0.017656
0.009855,0.011736,0.020257,0.020257
0.009948,0.013623,0.022236,0.022236
0.010651,0.013657,0.022236,0.022236
0.011019,0.013902,0.024225,0.024225
0.011019,0.014204,0.026073,0.026073
0.011152,0.014204,0.030287,0.030287
0.011163,0.014422,0.031609,0.031609
0.011316,0.014422,0.037688,0.037688
0.011404,0.014498,0.059518,0.059518
0.011728,0.014675,0.059518,0.059518
0.009850,0.002828,0.018824,0.018824
0.009962,0.004535,0.021391,0.021391
0.009981,0.012366,0.021391,0.021391
0.010186,0.012771,0.022046,0.022046
0.010302,0.013561,0.023161,0.023161
0.010314,0.013628,0.023191,0.023191
0.010314,0.013701,0.024325,0.024325
0.010760,0.013786,0.024891,0.024891
0.010797,0.013980,0.025579,0.025579
0.010823,0.013980,0.025579,0.025579
0.011114,0.013991,0.026321,0.026321
0.011712,0.014023,0.027660,0.027660
0.012733,0.014035,0.027724,0.027724
0.012816,0.014035,0.031255,0.031255
0.014693,0.014037,0.034242,0.034242
0.014693,0.014540,0.036164,0.036164
0.009762,0.009385,0.018737,0.018737
0.010301,0.013056,0.022523,0.022523
0.010301,0.013056,0.022593,0.022593
0.010407,0.013533,0.025330,0.025330
0.010407,0.013596,0.025393,0.025393
0.010464,0.013598,0.025393,0.025393
0.010764,0.013745,0.025749,0.025749
0.010791,0.013822,0.025749,0.025749
0.010898,0.013822,0.026571,0.026571
0.010898,0.014025,0.026571,0.026571
0.011155,0.014025,0.026824,0.026824
0.011257,0.014071,0.027802,0.027802
0.011257,0.014071,0.027998,0.027998
0.011483,0.014184,0.027998,0.027998
0.011483,0.014184,0.029867,0.029867
0.012496,0.014207,0.029867,0.029867
0.012636,0.014207,0.033006,0.033006
0.012636,0.014288,0.033006,0.033006
0.009926,0.013542,0.021968,0.021968
0.009926,0.013542,0.026764,0.026764
0.010259,0.013840,0.026986,0.026986
0.010548,0.013909,0.026986,0.026986
0.010548,0.013909,0.027227,0.027227
0.010741,0.014151,0.027227,0.027227
0.010741,0.014184,0.028835,0.028835
0.010750,0.014184,0.028835,0.028835
0.011123,0.014184,0.032405,0.032405
0.011123,0.014228,0.034156,0.034156
0.011332,0.014363,0.051354,0.051354
0.011996,0.014363,0.051354,0.051354
0.009880,0.013441,0.023063,0.023063
0.010341,0.013508,0.023774,0.023774
0.010735,0.013704,0.023774,0.023774
0.011602,0.013704,0.027597,0.027597
0.011602,0.013841,0.027904,0.027904
0.012326,0.014035,0.027904,0.027904
0.012326,0.014035,0.028654,0.028654
0.009606,0.012173,0.017838,0.017838
0.009606,0.013361,0.019961,0.019961
0.009999,0.013474,0.020204,0.020204
0.009999,0.013719,0.022198,0.022198
0.010336,0.013753,0.022241,0.022241
0.010356,0.013874,0.025128,0.025128
0.010743,0.013963,0.025128,0.025128
0.010846,0.013963,0.028189,0.028189
0.011346,0.014024,0.028753,0.028753
0.012869,0.014042,0.044126,0.044126
0.014292,0.014042,0.044126,0.044126
0.009857,0.013116,0.020307,0.020307
0.009857,0.013133,0.020385,0.020385
0.009898,0.013389,0.020689,0.020689
0.009938,0.013435,0.020995,0.020995
0.010039,0.013435,0.022069,0.022069
0.010368,0.013582,0.022287,0.022287
0.010494,0.013768,0.024048,0.024048
0.010497,0.013792,0.024845,0.024845
0.010497,0.013796,0.025583,0.025583
0.010583,0.013858,0.025583,0.025583
0.010618,0.013977,0.026388,0.026388
0.010799,0.013998,0.026827,0.026827
0.011860,0.014154,0.026827,0.026827
0.012019,0.014475,0.027486,0.027486
0.012034,0.014475,0.035849,0.035849
0.009817,0.029638,0.021952,0.021952
0.009817,0.029638,0.022889,0.022889
0.009857,0.012197,0.023463,0.023463
0.010336,0.012197,0.023463,0.023463
0.010420,0.012671,0.024306,0.024306
0.010420,0.013419,0.029054,0.029054
0.010953,0.013696,0.030504,0.030504
0.011129,0.013789,0.030504,0.030504
0.011821,0.013940,0.033631,0.033631
0.009825,0.010796,0.018868,0.018868
0.010354,0.010796,0.018868,0.018868
0.010354,0.013207,0.019518,0.019518
0.010669,0.013782,0.025584,0.025584
0.012330,0.013782,0.025584,0.025584
0.012330,0.013932,0.055028,0.055028
0.009961,0.011181,0.020360,0.020360
0.010298,0.013483,0.020681,0.020681
0.010298,0.013701,0.020681,0.020681
0.010317,0.014150,0.021056,0.021056
0.010334,0.014150,0.022732,0.022732
0.010503,0.014154,0.025064,0.025064
0.010659,0.014157,0.025287,0.025287
0.011035,0.014283,0.026146,0.026146
0.011388,0.014353,0.027746,0.027746
0.011388,0.014408,0.036092,0.036092
0.012303,0.014408,0.036092,0.036092
0.009909,0.008405,0.019455,0.019455
0.009909,0.008405,0.019455,0.019455
0.010058,0.013206,0.019776,0.019776
0.010114,0.013503,0.020089,0.020089
0.010114,0.013634,0.027085,0.027085
0.011646,0.014042,0.028346,0.028346
0.012049,0.014042,0.028346,0.028346
0.012186,0.014088,0.034850,0.034850
0.012574,0.014252,0.034850,0.034850
0.012574,0.014252,0.075564,0.075564
0.009946,0.008917,0.021068,0.021068
0.010187,0.012086,0.021068,0.021068
0.010187,0.013738,0.021654,0.021654
0.011604,0.013738,0.023839,0.023839
0.011604,0.014390,0.039716,0.039716
0.013497,0.014390,0.039716,0.039716
0.010359,0.010950,0.018459,0.018459
0.010376,0.013717,0.024127,0.024127
0.010383,0.013753,0.032765,0.032765
0.010770,0.013989,0.038339,0.038339
0.010195,0.012717,0.020665,0.020665
0.010195,0.012717,0.020665,0.020665
0.010594,0.012938,0.020798,0.020798
0.010768,0.012938,0.020798,0.020798
0.010768,0.013721,0.022923,0.022923
0.010970,0.013721,0.023810,0.023810
0.010970,0.013772,0.026760,0.026760
0.011297,0.013915,0.026760,0.026760
0.011297,0.013915,0.028363,0.028363
0.011491,0.013940,0.031330,0.031330
0.011637,0.013940,0.031404,0.031404
0.012042,0.014201,0.031404,0.031404
0.012042,0.014426,0.068505,0.068505
0.012258,0.014426,0.068505,0.068505
0.010109,0.013524,0.021136,0.021136
0.010418,0.013637,0.023488,0.023488
0.010518,0.013663,0.024136,0.024136
0.010677,0.013759,0.025263,0.025263
0.011005,0.014120,0.027217,0.027217
0.011811,0.014198,0.033528,0.033528
0.009906,0.013502,0.021780,0.021780
0.010152,0.014058,0.022450,0.022450
0.011596,0.014091,0.023368,0.023368
0.011986,0.014156,0.023637,0.023637
0.012052,0.014198,0.024400,0.024400
0.012975,0.014198,0.024400,0.024400
0.012975,0.014284,0.034247,0.034247
0.009955,0.013348,0.021098,0.021098
0.011312,0.013757,0.022593,0.022593
0.011752,0.013906,0.022593,0.022593
0.011752,0.013906,0.024753,0.024753
0.011923,0.013956,0.024937,0.024937
0.011923,0.014111,0.027575,0.027575
0.012029,0.014232,0.027575,0.027575
0.013058,0.014232,0.060565,0.060565
0.010694,0.013633,0.026807,0.026807
0.010824,0.013640,0.029828,0.029828
0.011356,0.013988,0.034148,0.034148
0.011356,0.014413,0.034148,0.034148
0.012718,0.014413,0.048257,0.048257
0.010308,0.013481,0.020773,0.020773
0.010308,0.013481,0.021981,0.021981
0.010594,0.013656,0.021981,0.021981
0.010594,0.013656,0.023340,0.023340
0.011882,0.013765,0.024086,0.024086
0.012512,0.013774,0.037229,0.037229
0.022973,0.013864,0.037229,0.037229
0.010111,0.013954,0.023016,0.023016
0.010111,0.013954,0.023349,0.023349
0.010731,0.013980,0.023349,0.023349
0.009921,0.012415,0.018944,0.018944
0.010114,0.012415,0.018944,0.018944
0.010825,0.013371,0.020612,0.020612
0.010825,0.013734,0.022104,0.022104
0.011190,0.013942,0.024316,0.024316
0.011190,0.014237,0.028166,0.028166
0.011785,0.014237,0.028166,0.028166
0.011889,0.020918,0.061738,0.061738
0.009986,0.013095,0.020276,0.020276
0.010185,0.013869,0.020798,0.020798
0.010185,0.013921,0.029631,0.029631
0.010441,0.013921,0.040710,0.040710
0.012235,0.014321,0.040710,0.040710
0.009874,0.013652,0.023548,0.023548
0.009874,0.013652,0.023548,0.023548
0.010624,0.013973,0.032936,0.032936
0.010624,0.013973,0.032936,0.032936
0.034340,0.014163,0.041382,0.041382
0.034340,0.014163,0.041382,0.041382
0.009970,0.013506,0.020234,0.020234
0.009992,0.013537,0.020727,0.020727
0.009992,0.013819,0.021609,0.021609
0.009992,0.013819,0.024365,0.024365
0.010066,0.013819,0.030902,0.030902
0.010371,0.013959,0.030902,0.030902
0.012802,0.013972,0.030902,0.030902
0.013692,0.014078,0.036273,0.036273
0.009998,0.013769,0.024034,0.024034
0.010290,0.013977,0.024649,0.024649
0.010986,0.014028,0.026869,0.026869
0.011435,0.014028,0.029758,0.029758
0.011435,0.014252,0.029758,0.029758
0.009975,0.013348,0.022413,0.022413
0.010522,0.014001,0.023686,0.023686
0.010534,0.014111,0.025349,0.025349
0.010761,0.014135,0.025841,0.025841
0.011266,0.014400,0.027869,0.027869
0.009990,0.012887,0.020583,0.020583
0.009995,0.013371,0.021315,0.021315
0.010487,0.013497,0.022107,0.022107
0.010706,0.013763,0.025715,0.025715
0.011432,0.013773,0.026264,0.026264
0.011631,0.013893,0.026925,0.026925
0.012428,0.013901,0.029051,0.029051
0.010516,0.013670,0.019662,0.019662
0.011104,0.013889,0.024957,0.024957
0.011222,0.014127,0.026456,0.026456
0.010076,0.001001,0.020235,0.020235
0.010123,0.012629,0.020235,0.020235
0.010123,0.013581,0.020850,0.020850
0.010483,0.013661,0.020850,0.020850
0.010601,0.013661,0.022416,0.022416
0.010697,0.013846,0.022704,0.022704
0.010700,0.013853,0.022955,0.022955
0.010715,0.013869,0.023378,0.023378
0.010765,0.013926,0.023864,0.023864
0.010765,0.014008,0.023864,0.023864
0.011115,0.014008,0.024474,0.024474
0.011216,0.014216,0.025679,0.025679
0.011361,0.014754,0.025777,0.025777
0.011361,0.014754,0.027074,0.027074
0.010311,0.012727,0.020706,0.020706
0.010622,0.013522,0.020805,0.020805
0.010622,0.013522,0.021554,0.021554
0.010895,0.013596,0.021989,0.021989
0.010977,0.013753,0.023235,0.023235
0.011690,0.013939,0.023406,0.023406
0.011962,0.014096,0.035087,0.035087
0.012286,0.014141,0.035087,0.035087
0.012286,0.014285,0.036220,0.036220
0.016867,0.014285,0.036220,0.036220
0.009612,0.013460,0.019142,0.019142
0.010329,0.013611,0.019142,0.019142
0.010329,0.013725,0.022094,0.022094
0.010331,0.013962,0.022360,0.022360
0.010355,0.014022,0.024004,0.024004
0.010355,0.014022,0.024129,0.024129
0.011484,0.014078,0.026220,0.026220
0.011712,0.014078,0.026220,0.026220
0.012631,0.014213,0.039291,0.039291
0.012631,0.014213,0.039291,0.039291
0.010326,0.030674,0.027492,0.027492
0.010326,0.014247,0.027492,0.027492
0.030662,0.014247,0.037102,0.037102
0.010008,0.013484,0.019927,0.019927
0.010008,0.013484,0.019927,0.019927
0.010366,0.013768,0.021824,0.021824
0.010366,0.013969,0.024452,0.024452
0.010728,0.013969,0.026491,0.026491
0.010755,0.014029,0.026491,0.026491
0.010755,0.014335,0.029236,0.029236
0.010755,0.014335,0.029418,0.029418
0.011235,0.014335,0.029418,0.029418
0.011235,0.014530,0.031686,0.031686
0.011362,0.014535,0.031686,0.031686
0.012775,0.014535,0.031686,0.031686
0.010780,0.010048,0.023467,0.023467
0.011761,0.013954,0.026261,0.026261
0.011761,0.013954,0.028256,0.028256
0.012243,0.014075,0.028256,0.028256
0.017897,0.014227,0.035147,0.035147
0.009926,0.013667,0.017760,0.017760
0.009926,0.013951,0.021370,0.021370
0.010477,0.014007,0.024894,0.024894
0.010654,0.014028,0.026620,0.026620
0.010740,0.014225,0.030311,0.030311
0.013209,0.014225,0.030311,0.030311
0.009969,0.012865,0.020353,0.020353
0.009969,0.013519,0.020353,0.020353
0.010147,0.013519,0.022174,0.022174
0.010474,0.013613,0.022174,0.022174
0.010572,0.013740,0.026747,0.026747
0.010572,0.013796,0.026820,0.026820
0.010643,0.014550,0.027841,0.027841
0.013173,0.014550,0.031878,0.031878
0.009991,0.002798,0.019780,0.019780
0.010221,0.013440,0.022440,0.022440
0.010572,0.013503,0.025802,0.025802
0.010968,0.013716,0.025802,0.025802
0.010968,0.013716,0.025954,0.025954
0.011403,0.013754,0.031013,0.031013
0.011403,0.013754,0.031013,0.031013
0.011783,0.014291,0.040112,0.040112
0.009843,0.003892,0.019207,0.019207
0.010728,0.013713,0.023201,0.023201
0.011013,0.013713,0.025175,0.025175
0.011013,0.014097,0.027341,0.027341
0.011538,0.014122,0.063218,0.063218
0.012084,0.014170,0.063218,0.063218
0.009989,0.028930,0.020961,0.020961
0.010374,0.013132,0.021632,0.021632
0.010580,0.013222,0.021692,0.021692
0.010789,0.013222,0.022138,0.022138
0.011053,0.013473,0.023350,0.023350
0.011343,0.013860,0.023574,0.023574
0.011343,0.013872,0.023949,0.023949
0.013178,0.013921,0.025382,0.025382
0.013392,0.013972,0.025382,0.025382
0.014793,0.014096,0.028930,0.028930
0.009960,0.011986,0.020485,0.020485
0.011079,0.013534,0.020578,0.020578
0.012209,0.013751,0.022450,0.022450
0.012485,0.013806,0.023838,0.023838
0.012696,0.013936,0.023985,0.023985
0.014250,0.013981,0.024934,0.024934
0.019862,0.014071,0.025035,0.025035
0.010170,0.013630,0.022017,0.022017
0.010507,0.013986,0.031365,0.031365
0.010507,0.013986,0.031365,0.031365
0.010507,0.013986,0.031365,0.031365
0.010125,0.013094,0.019369,0.019369
0.010125,0.013179,0.019369,0.019369
0.010573,0.013179,0.020441,0.020441
0.010646,0.013379,0.020653,0.020653
0.010778,0.013523,0.020653,0.020653
0.011379,0.013820,0.021402,0.021402
0.011379,0.013967,0.025346,0.025346
0.011564,0.014333,0.029167,0.029167
0.012139,0.014333,0.029541,0.029541
0.010130,0.010615,0.019100,0.019100
0.011171,0.000458,0.020478,0.020478
0.011344,0.000458,0.020478,0.020478
0.011344,0.011703,0.020697,0.020697
0.011502,0.012924,0.024834,0.024834
0.011983,0.013637,0.024834,0.024834
0.011983,0.014107,0.027146,0.027146
0.012487,0.014107,0.027469,0.027469
0.012487,0.014154,0.027762,0.027762
0.013018,0.014216,0.027762,0.027762
0.039794,0.014216,0.031618,0.031618
0.010484,0.013851,0.019094,0.019094
0.010484,0.013939,0.019094,0.019094
0.010552,0.013996,0.020700,0.020700
0.010746,0.014023,0.025652,0.025652
0.011044,0.014023,0.028530,0.028530
0.011460,0.014031,0.031539,0.031539
0.012762,0.014058,0.033421,0.033421
0.009945,0.014130,0.024881,0.024881
0.011723,0.014494,0.025686,0.025686
0.011730,0.010838,0.019230,0.019230
0.011730,0.013715,0.024764,0.024764
0.011961,0.013715,0.030568,0.030568
0.041931,0.013850,0.030568,0.030568
0.010477,0.026175,0.024324,0.024324
0.026171,0.013862,0.025864,0.025864
0.010799,0.013582,0.022277,0.022277
0.010867,0.013897,0.022384,0.022384
0.011050,0.013942,0.023010,0.023010
0.011081,0.014010,0.023290,0.023290
0.011086,0.014089,0.024228,0.024228
0.011996,0.014341,0.024835,0.024835
0.012582,0.014544,0.029340,0.029340
0.010576,0.013806,0.019681,0.019681
0.011127,0.014171,0.022039,0.022039
0.012507,0.014249,0.022251,0.022251
0.012953,0.014442,0.025218,0.025218
0.010606,0.014059,0.018257,0.018257
0.011368,0.014059,0.021487,0.021487
0.012937,0.014059,0.031957,0.031957
0.012937,0.014096,0.031957,0.031957
0.012937,0.014167,0.031957,0.031957
0.010228,0.000277,0.022879,0.022879
0.011306,0.013331,0.022879,0.022879
0.011306,0.013331,0.023303,0.023303
0.011746,0.013378,0.023973,0.023973
0.012890,0.014030,0.027085,0.027085
0.010608,0.013401,0.020065,0.020065
0.010608,0.013401,0.020143,0.020143
0.010968,0.013552,0.020143,0.020143
0.011289,0.013608,0.024111,0.024111
0.011427,0.013987,0.025554,0.025554
0.011644,0.014211,0.027517,0.027517
0.010170,0.005572,0.020753,0.020753
0.011542,0.013931,0.020753,0.020753
0.012347,0.014440,0.022868,0.022868
0.012347,0.014440,0.026272,0.026272
0.010357,0.020206,0.023640,0.023640
0.010569,0.013869,0.023939,0.023939
0.010992,0.013963,0.024509,0.024509
0.012048,0.014023,0.028851,0.028851
0.020210,0.014111,0.030225,0.030225
0.010248,0.004468,0.020121,0.020121
0.011176,0.013479,0.021223,0.021223
0.011202,0.013503,0.022592,0.022592
0.011430,0.013667,0.023495,0.023495
0.011430,0.013676,0.024823,0.024823
0.011847,0.013913,0.029077,0.029077
0.012752,0.013961,0.030659,0.030659
0.013844,0.013974,0.031533,0.031533
0.014848,0.013974,0.046221,0.046221
0.014991,0.014378,0.065830,0.065830
0.017579,0.014627,0.065830,0.065830
0.009874,0.003576,0.018871,0.018871
0.009874,0.029477,0.021688,0.021688
0.010371,0.013547,0.025924,0.025924
0.010371,0.013661,0.028846,0.028846
0.010395,0.013661,0.028846,0.028846
0.010644,0.013851,0.029896,0.029896
0.010812,0.013989,0.036579,0.036579
0.013233,0.014437,0.056169,0.056169
0.023173,0.014437,0.056169,0.056169
0.012040,0.014521,0.023288,0.023288
0.013183,0.013843,0.025449,0.025449
0.018805,0.014419,0.026760,0.026760
0.010227,0.013720,0.022483,0.022483
0.010249,0.013720,0.022483,0.022483
0.010249,0.013720,0.029771,0.029771
0.010249,0.013806,0.032027,0.032027
0.011048,0.013806,0.032027,0.032027
0.011048,0.013806,0.032027,0.032027
0.012533,0.013993,0.032269,0.032269
0.012533,0.014180,0.032269,0.032269
0.012533,0.014180,0.032269,0.032269
0.010441,0.013413,0.023208,0.023208
0.010906,0.013952,0.023432,0.023432
0.010986,0.013975,0.026620,0.026620
0.011114,0.014066,0.027537,0.027537
0.011668,0.014075,0.027738,0.027738
0.013752,0.014193,0.028508,0.028508
0.014295,0.014254,0.044025,0.044025
0.009971,0.012724,0.020888,0.020888
0.010298,0.012724,0.020888,0.020888
0.010400,0.013429,0.022202,0.022202
0.011515,0.014055,0.026779,0.026779
0.011515,0.014198,0.034783,0.034783
0.010118,0.013815,0.019430,0.019430
0.011060,0.013837,0.020238,0.020238
0.011066,0.013858,0.021189,0.021189
0.011472,0.014164,0.023789,0.023789
0.012045,0.014268,0.024492,0.024492
0.010541,0.013758,0.022465,0.022465
0.010720,0.013919,0.023432,0.023432
0.011735,0.014102,0.038758,0.038758
0.012380,0.014433,0.061439,0.061439
0.010523,0.014042,0.023321,0.023321
0.013065,0.014303,0.025307,0.025307
0.010122,0.012688,0.021932,0.021932
0.010122,0.013612,0.027734,0.027734
0.011086,0.013612,0.027734,0.027734
0.011393,0.014354,0.071625,0.071625
0.010197,0.013888,0.023790,0.023790
0.010334,0.013888,0.026375,0.026375
0.011462,0.013888,0.029137,0.029137
0.012094,0.013908,0.031692,0.031692
0.012371,0.013911,0.032380,0.032380
0.012802,0.014068,0.032380,0.032380
0.012802,0.014152,0.032380,0.032380
0.012802,0.014388,0.036649,0.036649
0.010275,0.012930,0.019319,0.019319
0.010275,0.013800,0.022128,0.022128
0.010598,0.013800,0.022674,0.022674
0.010598,0.013835,0.023666,0.023666
0.010598,0.013988,0.023666,0.023666
0.010736,0.013988,0.024313,0.024313
0.011111,0.013988,0.027354,0.027354
0.011293,0.014017,0.027354,0.027354
0.012129,0.014025,0.032122,0.032122
0.012129,0.014158,0.032122,0.032122
0.012586,0.014158,0.032122,0.032122
0.009933,0.013751,0.022917,0.022917
0.011493,0.014141,0.027226,0.027226
0.013313,0.014153,0.034881,0.034881
0.010147,0.013696,0.019772,0.019772
0.010490,0.013918,0.022021,0.022021
0.010501,0.014084,0.023414,0.023414
0.010689,0.014175,0.026970,0.026970
0.011140,0.014304,0.027236,0.027236
0.011510,0.014483,0.029141,0.029141
0.011195,0.013698,0.020862,0.020862
0.011195,0.013825,0.020862,0.020862
0.011195,0.013942,0.024477,0.024477
0.012228,0.013942,0.031010,0.031010
0.012519,0.013942,0.031066,0.031066
0.012519,0.014006,0.031066,0.031066
0.013237,0.014006,0.031066,0.031066
0.010379,0.010612,0.020234,0.020234
0.011190,0.013115,0.025831,0.025831
0.019824,0.014255,0.026370,0.026370
0.010979,0.013591,0.022194,0.022194
0.011454,0.013691,0.024241,0.024241
0.011301,0.013713,0.021309,0.021309
0.011365,0.013889,0.022258,0.022258
0.011432,0.014103,0.022510,0.022510
0.012528,0.014260,0.025523,0.025523
0.010368,0.013772,0.022484,0.022484
0.011194,0.014066,0.025105,0.025105
0.010183,0.013299,0.023886,0.023886
0.010332,0.013593,0.024533,0.024533
0.011646,0.013664,0.027857,0.027857
0.011884,0.014206,0.028551,0.028551
0.010085,0.013609,0.022780,0.022780
0.011013,0.013609,0.022780,0.022780
0.011233,0.013932,0.023573,0.023573
0.011529,0.013989,0.023648,0.023648
0.011529,0.014028,0.023925,0.023925
0.012016,0.014051,0.024471,0.024471
0.014560,0.014051,0.025268,0.025268
0.014560,0.014103,0.033945,0.033945
0.015010,0.014337,0.033945,0.033945
0.010490,0.002133,0.020967,0.020967
0.010916,0.012491,0.022250,0.022250
0.010916,0.012491,0.023856,0.023856
0.011585,0.013906,0.028500,0.028500
0.011585,0.013906,0.028500,0.028500
0.012823,0.013911,0.047694,0.047694
0.015816,0.014290,0.047694,0.047694
0.011172,0.012741,0.025742,0.025742
0.011663,0.013685,0.034571,0.034571
0.012454,0.013956,0.046684,0.046684
0.010477,0.015718,0.021017,0.021017
0.011182,0.013433,0.023753,0.023753
0.011554,0.013433,0.024903,0.024903
0.011580,0.013674,0.024903,0.024903
0.013414,0.013852,0.024994,0.024994
0.013414,0.014015,0.026717,0.026717
0.024996,0.014471,0.028184,0.028184
0.011298,0.012730,0.025815,0.025815
0.012595,0.013892,0.027749,0.027749
0.012792,0.013984,0.031935,0.031935
0.012792,0.013984,0.031935,0.031935
0.012792,0.013984,0.031935,0.031935
0.010840,0.013797,0.021190,0.021190
0.011001,0.013932,0.022214,0.022214
0.011221,0.013943,0.023357,0.023357
0.011379,0.014101,0.028175,0.028175
0.011462,0.014186,0.029743,0.029743
0.011632,0.014272,0.014101,0.071139
0.010095,0.012839,0.023186,0.023186
0.011895,0.013769,0.042966,0.042966
0.010681,0.005969,0.019882,0.019882
0.010856,0.014127,0.021236,0.021236
0.014911,0.014157,0.022850,0.022850
0.011496,0.006521,0.019183,0.019183
0.011671,0.013323,0.023636,0.023636
0.011702,0.013810,0.026342,0.026342
0.013660,0.013913,0.033154,0.033154
0.010830,0.013480,0.021404,0.021404
0.011006,0.013480,0.025689,0.025689
0.011257,0.014043,0.029031,0.029031
0.011257,0.014249,0.029031,0.029031
0.010420,0.013876,0.029165,0.029165
0.011297,0.013959,0.029720,0.029720
0.011297,0.014155,0.029720,0.029720
0.012425,0.014155,0.029986,0.029986
0.012425,0.014303,0.032535,0.032535
0.013636,0.014303,0.032535,0.032535
0.009923,0.013957,0.020374,0.020374
0.011414,0.014020,0.021408,0.021408
0.012028,0.014285,0.021408,0.021408
0.012028,0.014331,0.022353,0.022353
0.012484,0.014331,0.024994,0.024994
0.012334,0.013980,0.019513,0.019513
0.012955,0.014205,0.024702,0.024702
0.010189,0.014021,0.021165,0.021165
0.010542,0.014075,0.022306,0.022306
0.011044,0.014075,0.023035,0.023035
0.011044,0.014096,0.030547,0.030547
0.011825,0.014261,0.030547,0.030547
0.011825,0.014498,0.073405,0.073405
0.012565,0.014498,0.073405,0.073405
0.010909,0.013938,0.023876,0.023876
0.011893,0.013940,0.030948,0.030948
0.012181,0.014085,0.047012,0.047012
0.010762,0.020311,0.020287,0.020287
0.011527,0.020311,0.023149,0.023149
0.011527,0.013875,0.026305,0.026305
0.016650,0.014155,0.026305,0.026305
0.024178,0.014357,0.050363,0.050363
0.024178,0.014357,0.050363,0.050363
0.010680,0.013569,0.020823,0.020823
0.010816,0.013632,0.022323,0.022323
0.011690,0.013905,0.022978,0.022978
0.012108,0.013914,0.025105,0.025105
0.013821,0.014084,0.026973,0.026973
0.010245,0.013301,0.021079,0.021079
0.010256,0.013739,0.021215,0.021215
0.010362,0.013937,0.023986,0.023986
0.010969,0.013963,0.027616,0.027616
0.010969,0.014101,0.029330,0.029330
0.011125,0.014385,0.029603,0.029603
0.011629,0.014385,0.029603,0.029603
0.012338,0.014409,0.023432,0.023432
0.012338,0.014409,0.023432,0.023432
0.011076,0.009266,0.021831,0.021831
0.011868,0.009266,0.021831,0.021831
0.011868,0.013389,0.022261,0.022261
0.012653,0.014223,0.023175,0.023175
0.025536,0.014303,0.066935,0.066935
0.025536,0.014303,0.066935,0.066935
0.010249,0.012804,0.022073,0.022073
0.010436,0.013988,0.022125,0.022125
0.011452,0.014064,0.022222,0.022222
0.011452,0.014308,0.022222,0.022222
0.012798,0.014308,0.026267,0.026267
0.013529,0.014309,0.027930,0.027930
0.013529,0.014309,0.027930,0.027930
0.010730,0.013194,0.020949,0.020949
0.011178,0.013194,0.020949,0.020949
0.011980,0.013812,0.024109,0.024109
0.011980,0.013812,0.025396,0.025396
0.012603,0.013839,0.025396,0.025396
0.013043,0.013911,0.025846,0.025846
0.013043,0.014087,0.026203,0.026203
0.010999,0.013180,0.023862,0.023862
0.011830,0.013842,0.025306,0.025306
0.010357,0.013515,0.021238,0.021238
0.010905,0.013539,0.021362,0.021362
0.010905,0.013539,0.021362,0.021362
0.011074,0.013768,0.031999,0.031999
0.011074,0.013768,0.032609,0.032609
0.011094,0.013928,0.033004,0.033004
0.011904,0.014007,0.033004,0.033004
