ACL v0.4 @ 0.01cm,UE 4.15 @ 0.1cm,UE 4.15 @ 0.01cm
11.05172,9.206118,4.965472
11.052103,9.206779,4.966025
11.052103,9.206823,4.966073
11.055525,9.206867,4.967936
11.055612,9.206913,4.967989
11.056639,9.208411,4.968482
11.058543,9.208607,4.968623
11.063013,9.208708,4.968796
11.063013,9.208832,4.968796
11.064327,9.209929,4.968796
11.065629,9.210742,4.969656
11.065868,9.211561,4.969771
11.070603,9.211964,4.970171
11.07088,9.212854,4.970539
11.076617,9.213675,4.970653
11.076617,9.214335,4.970938
11.080764,9.214593,4.971386
11.083214,9.215048,4.971386
11.083827,9.215748,4.971386
11.084347,9.217216,4.97156
11.085507,9.217216,4.971854
11.092356,9.217483,4.971854
11.094378,9.217483,4.971962
11.096243,9.217579,4.972109
11.097442,9.217579,4.972112
11.097895,9.217579,4.972744
11.099099,9.218369,4.973193
11.101664,9.21943,4.973531
11.101823,9.219956,4.973567
11.111934,9.223077,4.974197
11.111934,9.22353,4.974259
11.118953,9.224982,4.974457
11.119134,9.225204,4.975111
11.119134,9.226098,4.975385
11.121556,9.22658,4.975953
11.123149,9.226917,4.976231
11.123361,9.227955,4.976313
11.125349,9.228464,4.976532
11.125349,9.229675,4.976772
11.125349,9.230284,4.976896
11.125524,9.23187,4.976896
11.125879,9.232004,4.977682
11.130498,9.232004,4.978413
11.130819,9.233126,4.978429
11.131802,9.233223,4.978692
11.131952,9.233223,4.979215
11.13253,9.233785,4.979325
11.133532,9.233994,4.979607
11.136338,9.236312,4.979708
11.140117,9.238293,4.979743
11.141206,9.238293,4.97979
11.142118,9.238699,4.979825
11.143535,9.239252,4.979825
11.143535,9.24,4.9801
11.1453,9.24,4.980201
11.145442,9.240241,4.981648
11.14917,9.240392,4.981878
11.149784,9.240651,4.981878
11.149811,9.240698,4.981998
11.150685,9.240848,4.982712
11.150685,9.241266,4.982841
11.152289,9.241664,4.982889
11.152289,9.241664,4.983051
11.152762,9.242982,4.983094
11.154032,9.242982,4.983574
11.156533,9.245206,4.983651
11.156533,9.246451,4.983967
11.15997,9.247334,4.984132
11.160658,9.247535,4.984132
11.160658,9.247818,4.984251
11.161213,9.248042,4.984548
11.161213,9.248138,4.984625
11.163877,9.248138,4.985243
11.165374,9.249249,4.985495
11.165374,9.249494,4.985568
11.170686,9.249514,4.985768
11.170686,9.24961,4.985768
11.171082,9.250883,4.986493
11.173269,9.250883,4.986845
11.175654,9.25187,4.986845
11.175937,9.252174,4.987137
11.176621,9.252185,4.987158
11.176848,9.252522,4.987158
11.176848,9.252932,4.987582
11.180887,9.253219,4.987899
11.180942,9.253583,4.988036
11.181884,9.253743,4.988036
11.185905,9.255179,4.98804
11.187429,9.255179,4.98804
11.187483,9.255373,4.988276
11.189198,9.255425,4.988317
11.193216,9.256088,4.988414
11.193818,9.256198,4.988732
11.194166,9.256654,4.988838
11.194166,9.257545,4.989408
11.194381,9.257633,4.989722
11.195536,9.258687,4.990891
11.196549,9.25913,4.990963
11.196549,9.2601,4.990979
11.198017,9.260131,4.990997
11.198661,9.260465,4.991087
11.199039,9.262168,4.991597
11.199039,9.262168,4.991928
11.199152,9.262424,4.992398
11.199793,9.263702,4.992398
11.20096,9.264424,4.993059
11.204477,9.264424,4.993273
11.20623,9.26464,4.993482
11.20682,9.266958,4.993639
11.206868,9.266958,4.993988
11.208513,9.267029,4.994595
11.209419,9.267257,4.994595
11.209419,9.267305,4.994595
11.209908,9.267361,4.994805
11.214248,9.268341,4.995334
11.216995,9.268472,4.995334
11.220208,9.268518,4.995366
11.220208,9.268518,4.995664
11.220333,9.268518,4.995833
11.221939,9.26887,4.996367
11.224821,9.269364,4.996367
11.224821,9.269623,4.99646
11.225932,9.269772,4.996692
11.227187,9.27003,4.996822
11.229899,9.271731,4.996822
11.232377,9.272579,4.997192
11.233932,9.272579,4.99779
11.234493,9.272579,4.997811
11.234493,9.272727,4.997843
11.236633,9.273118,4.999106
11.236633,9.273118,4.999895
11.238731,9.273384,5
11.241534,9.273617,5.000125
11.241726,9.273961,5.000216
11.241928,9.274005,5.000782
11.242193,9.274801,5.001059
11.243362,9.275572,5.001419
11.243654,9.275772,5.001439
11.24518,9.275926,5.001439
11.248599,9.276199,5.001709
11.248599,9.276199,5.001911
11.254442,9.276571,5.002073
11.254442,9.276582,5.002073
11.256153,9.276739,5.002137
11.257261,9.279601,5.00232
11.257261,9.280255,5.002487
11.261343,9.28035,5.003279
11.26413,9.28035,5.003279
11.26413,9.282844,5.00383
11.264237,9.283688,5.00383
11.264237,9.283688,5.004026
11.265002,9.283869,5.00403
11.267818,9.283869,5.004113
11.271581,9.284184,5.004597
11.271729,9.285001,5.005253
11.272193,9.286019,5.005253
11.272193,9.287488,5.005517
11.273928,9.287694,5.005618
11.274308,9.287887,5.005618
11.279337,9.289414,5.006128
11.280322,9.289414,5.006128
11.28033,9.289827,5.006167
11.280576,9.29013,5.006228
11.281364,9.29013,5.006788
11.282323,9.290798,5.006896
11.283083,9.291758,5.007455
11.285723,9.29179,5.007572
11.285723,9.29373,5.007763
11.287219,9.294148,5.007911
11.28953,9.294258,5.007914
11.28953,9.294925,5.008196
11.293251,9.295899,5.008472
11.294183,9.295948,5.008478
11.297714,9.296746,5.008534
11.301406,9.298433,5.008604
11.301406,9.298829,5.008857
11.304332,9.298969,5.009239
11.304332,9.299323,5.009786
11.304685,9.299764,5.009965
11.309669,9.300656,5.009982
11.309669,9.303545,5.010746
11.30978,9.304385,5.010846
11.314423,9.30507,5.010929
11.317128,9.307693,5.011642
11.317128,9.307693,5.011642
11.318954,9.308232,5.011752
11.319283,9.308651,5.011752
11.320856,9.308982,5.012097
11.322293,9.309824,5.01231
11.323153,9.309905,5.012568
11.323955,9.310761,5.014184
11.323955,9.311094,5.014402
11.329076,9.311902,5.014701
11.333561,9.312469,5.015016
11.333561,9.313417,5.015054
11.335089,9.313442,5.015221
11.335633,9.313626,5.01537
11.339271,9.313636,5.0154
11.341125,9.313739,5.01547
11.342256,9.313943,5.015544
11.345957,9.315608,5.015576
11.346959,9.316469,5.015708
11.347748,9.317266,5.01592
11.347748,9.317647,5.016627
11.348918,9.317647,5.016892
11.349143,9.318011,5.017084
11.35112,9.318921,5.017084
11.351964,9.319213,5.017473
11.355787,9.319213,5.018137
11.356505,9.32078,5.01833
11.36182,9.32078,5.018408
11.363513,9.321398,5.018682
11.364093,9.321881,5.018901
11.36492,9.321881,5.019613
11.36492,9.322052,5.019791
11.365518,9.322145,5.020003
11.365518,9.322145,5.020203
11.366225,9.323591,5.021252
11.367805,9.324219,5.021924
11.36831,9.325373,5.022029
11.370174,9.325591,5.022029
11.373395,9.325797,5.022074
11.375489,9.325916,5.022799
11.378421,9.326087,5.022901
11.381063,9.329446,5.02298
11.382399,9.329685,5.02298
11.38364,9.332074,5.023027
11.38364,9.332672,5.023334
11.383984,9.333333,5.023542
11.385379,9.333333,5.023559
11.388235,9.335182,5.023559
11.388235,9.335773,5.024554
11.390071,9.335773,5.02537
11.390347,9.336659,5.025371
11.391411,9.336742,5.025615
11.391585,9.339486,5.026661
11.392398,9.34004,5.02702
11.393776,9.340275,5.027091
11.393776,9.340409,5.027091
11.399075,9.341088,5.02728
11.399075,9.34166,5.027581
11.401623,9.34166,5.027581
11.402232,9.341721,5.028775
11.402232,9.341721,5.028908
11.402926,9.342876,5.028908
11.402926,9.343153,5.029636
11.404081,9.343421,5.029636
11.404081,9.343945,5.029691
11.408598,9.344511,5.030074
11.409382,9.344548,5.030547
11.409382,9.344548,5.030853
11.409656,9.344813,5.031775
11.410692,9.344813,5.032158
11.411321,9.345874,5.032536
11.411985,9.34833,5.032822
11.412322,9.348394,5.032871
11.41297,9.349431,5.033461
11.41297,9.349523,5.034095
11.41297,9.350199,5.034637
11.413029,9.3506,5.034741
11.413446,9.351089,5.035123
11.413446,9.35166,5.035201
11.414263,9.351756,5.035929
11.417428,9.352713,5.03595
11.419961,9.353016,5.036566
11.422517,9.353107,5.036599
11.426644,9.354159,5.036882
11.426644,9.354413,5.036882
11.42686,9.355424,5.037275
11.435551,9.355632,5.037789
11.435597,9.355632,5.037858
11.437086,9.355632,5.037955
11.437086,9.355903,5.039346
11.437884,9.356962,5.039461
11.437979,9.358875,5.039835
11.439056,9.359116,5.040154
11.439384,9.359116,5.040685
11.439384,9.359805,5.040764
11.44,9.360165,5.041203
11.440253,9.360533,5.041993
11.440464,9.360533,5.042292
11.440464,9.360953,5.04246
11.440934,9.361351,5.042821
11.442399,9.361501,5.043525
11.447094,9.361635,5.043931
11.447154,9.362011,5.043931
11.447514,9.362091,5.043963
11.448284,9.363132,5.044781
11.449687,9.365665,5.045102
11.453722,9.366082,5.045201
11.454007,9.366082,5.045504
11.455816,9.366548,5.04558
11.456539,9.368132,5.046202
11.456539,9.36865,5.046212
11.457571,9.368821,5.047517
11.461329,9.37102,5.047945
11.463213,9.371939,5.048594
11.463213,9.371999,5.048594
11.463271,9.373053,5.04861
11.463868,9.373053,5.048768
11.465982,9.373432,5.048882
11.467528,9.373913,5.049181
11.468714,9.375788,5.04944
11.470391,9.376025,5.049711
11.470391,9.376493,5.049711
11.470656,9.378021,5.049711
11.470656,9.378076,5.050157
11.471504,9.379259,5.050608
11.472465,9.379353,5.050625
11.476439,9.380176,5.050659
11.477323,9.380383,5.050674
11.477359,9.380774,5.050788
11.478261,9.381285,5.051374
11.478261,9.381793,5.051439
11.48072,9.381793,5.051505
11.48072,9.382543,5.051517
11.481004,9.382654,5.051684
11.481004,9.382781,5.052104
11.481827,9.383327,5.052821
11.483214,9.384221,5.052821
11.488965,9.384221,5.055015
11.489724,9.384681,5.055681
11.490434,9.384681,5.055681
11.491489,9.385308,5.056062
11.493916,9.386428,5.056256
11.497827,9.386428,5.056319
11.500911,9.387283,5.056347
11.501895,9.390448,5.05689
11.501895,9.391018,5.058465
11.503546,9.391018,5.058555
11.505466,9.393072,5.058621
11.50615,9.393503,5.059713
11.50615,9.395833,5.059915
11.506337,9.39624,5.059915
11.506937,9.397812,5.05997
11.507298,9.397812,5.060366
11.507441,9.398556,5.060366
11.509024,9.398556,5.060959
11.509094,9.402105,5.06111
11.510146,9.403597,5.06111
11.512164,9.40458,5.061438
11.512164,9.405017,5.061438
11.512504,9.405445,5.061438
11.512718,9.405489,5.061627
11.514019,9.406173,5.062284
11.516684,9.406838,5.063151
11.517863,9.407115,5.063181
11.520247,9.407351,5.06356
11.521327,9.407702,5.063755
11.522394,9.408171,5.063755
11.522394,9.40857,5.063975
11.525239,9.40857,5.063975
11.525619,9.410147,5.064386
11.525619,9.41023,5.064712
11.52575,9.41086,5.064834
11.52575,9.411444,5.065293
11.527248,9.411444,5.065427
11.53152,9.411573,5.065427
11.531981,9.411573,5.06579
11.533843,9.411863,5.066298
11.535233,9.415361,5.066597
11.536827,9.415838,5.066667
11.538685,9.415838,5.067015
11.540699,9.415838,5.067724
11.54812,9.415881,5.067724
11.550577,9.41716,5.067861
11.551928,9.41716,5.068355
11.553584,9.41863,5.068704
11.55477,9.420054,5.069265
11.559174,9.420365,5.069474
11.562508,9.420611,5.069495
11.564827,9.421941,5.069604
11.567351,9.421941,5.070253
11.567369,9.422204,5.070708
11.568075,9.423169,5.070749
11.569762,9.423169,5.071393
11.578339,9.423346,5.071393
11.578339,9.423511,5.07149
11.578339,9.423702,5.071856
11.578947,9.426798,5.071903
11.578947,9.427958,5.071928
11.580622,9.427958,5.071928
11.582142,9.428572,5.072065
11.584628,9.428572,5.072546
11.584741,9.429454,5.073898
11.585989,9.429927,5.074337
11.587051,9.430052,5.074511
11.587408,9.430052,5.074527
11.587408,9.430989,5.074917
11.589286,9.431643,5.074917
11.589286,9.431941,5.075006
11.590449,9.432422,5.075663
11.592021,9.432634,5.075761
11.596025,9.432756,5.075932
11.597489,9.433004,5.076045
11.602118,9.434041,5.076687
11.602118,9.434947,5.076708
11.605797,9.436814,5.076842
11.607503,9.4375,5.07761
11.608097,9.437947,5.077712
11.608218,9.437967,5.077795
11.610395,9.438324,5.077996
11.610744,9.438709,5.078041
11.610989,9.438709,5.078098
11.611149,9.438709,5.078098
11.611687,9.438845,5.078845
11.614048,9.43889,5.078845
11.614048,9.438944,5.078845
11.614139,9.438944,5.079563
11.614971,9.439625,5.079563
11.614971,9.440613,5.080092
11.616649,9.440613,5.080502
11.617116,9.440613,5.080626
11.617116,9.440613,5.080626
11.617504,9.441344,5.081067
11.618315,9.441344,5.081898
11.623854,9.441795,5.082051
11.624362,9.441795,5.082201
11.624672,9.442517,5.08282
11.625932,9.444445,5.08282
11.626424,9.444701,5.083557
11.626617,9.444757,5.083557
11.627309,9.44625,5.084173
11.628604,9.446505,5.084899
11.631152,9.446609,5.085141
11.636209,9.447853,5.08553
11.636209,9.44856,5.085544
11.63728,9.450185,5.085544
11.63728,9.450488,5.086238
11.640976,9.450772,5.086926
11.642167,9.455634,5.086926
11.643719,9.456141,5.086926
11.643912,9.457013,5.087253
11.645177,9.458268,5.087253
11.645626,9.459176,5.087425
11.651726,9.459657,5.087428
11.654379,9.460069,5.087633
11.655762,9.460751,5.088785
11.659163,9.461285,5.088785
11.660935,9.461285,5.089034
11.660935,9.462751,5.090408
11.664261,9.462751,5.090518
11.668552,9.463566,5.090909
11.668552,9.464213,5.090909
11.671672,9.464442,5.091416
11.67402,9.465207,5.092913
11.67543,9.465782,5.092913
11.676765,9.46734,5.092993
11.677725,9.46734,5.092993
11.67832,9.467932,5.092993
11.67832,9.467983,5.093435
11.679423,9.468354,5.093623
11.68433,9.469639,5.094499
11.687469,9.470943,5.094503
11.689198,9.471095,5.095659
11.690349,9.47178,5.09606
11.691044,9.472154,5.096601
11.691239,9.472222,5.096786
11.691684,9.4726,5.096786
11.692001,9.473127,5.097014
11.692403,9.473145,5.097292
11.692403,9.473145,5.097292
11.692539,9.473412,5.098132
11.69356,9.47404,5.098132
11.69356,9.474518,5.098201
11.695366,9.475208,5.098201
11.697976,9.476018,5.098596
11.698009,9.476923,5.098958
11.699268,9.478817,5.098958
11.700961,9.479133,5.099338
11.70302,9.479195,5.099338
11.704969,9.479238,5.099494
11.708092,9.479238,5.09972
11.709113,9.480315,5.09985
11.710783,9.480616,5.09985
11.714098,9.481818,5.100147
11.720819,9.481818,5.100147
11.72227,9.482133,5.100176
11.723313,9.482534,5.100303
11.72407,9.483017,5.100689
11.725888,9.484768,5.100689
11.725888,9.484893,5.101766
11.72594,9.485416,5.101799
11.726995,9.486875,5.102153
11.727041,9.487267,5.102153
11.727818,9.487443,5.102453
11.728674,9.488889,5.102678
11.729896,9.488889,5.102874
11.730751,9.489089,5.102959
11.730751,9.490196,5.103124
11.731225,9.491978,5.103226
11.734336,9.492459,5.103625
11.735525,9.492636,5.103895
11.735525,9.492759,5.104297
11.735717,9.49352,5.104851
11.738657,9.493996,5.104972
11.739018,9.494133,5.104972
11.740433,9.494133,5.104972
11.742129,9.495978,5.104972
11.745294,9.49612,5.104972
11.745559,9.496504,5.104972
11.749157,9.496917,5.106996
11.751782,9.497183,5.107178
11.751782,9.497797,5.107178
11.75991,9.498267,5.107178
11.759947,9.498805,5.107257
11.759947,9.498818,5.107877
11.761662,9.49887,5.107947
11.763208,9.498944,5.108524
11.763282,9.499658,5.108737
11.764029,9.499903,5.108911
11.764029,9.501286,5.109005
11.764456,9.501375,5.109005
11.764456,9.501952,5.109457
11.764456,9.503011,5.109457
11.765472,9.503149,5.109924
11.77353,9.503694,5.109954
11.774617,9.504587,5.109954
11.78007,9.504587,5.111427
11.781167,9.504939,5.111427
11.782651,9.505649,5.111726
11.783641,9.506173,5.112303
11.784822,9.506173,5.11237
11.78523,9.506614,5.112391
11.78523,9.506614,5.112687
11.786923,9.507483,5.113015
11.79092,9.508402,5.114107
11.793236,9.508525,5.114107
11.793236,9.510689,5.114291
11.794604,9.510917,5.115993
11.795986,9.51264,5.116088
11.796251,9.5144,5.116439
11.797601,9.517315,5.117907
11.802837,9.5177,5.117907
11.805074,9.5177,5.118094
11.805074,9.517856,5.118124
11.807713,9.518329,5.118326
11.80864,9.518329,5.119696
11.808833,9.519353,5.119746
11.810347,9.519353,5.119746
11.810347,9.520111,5.120465
11.810665,9.521143,5.120565
11.814101,9.521143,5.120782
11.814258,9.521717,5.120782
11.8162,9.521717,5.12114
11.818065,9.521796,5.12114
11.818065,9.521997,5.121345
11.819555,9.522351,5.121345
11.820525,9.523084,5.122334
11.820525,9.526111,5.122582
11.821935,9.526889,5.122752
11.827152,9.527176,5.122752
11.8272,9.527345,5.123462
11.827544,9.527345,5.124118
11.827957,9.528066,5.124853
11.830605,9.529457,5.125677
11.830605,9.530343,5.125677
11.831098,9.533868,5.12581
11.831098,9.535213,5.125823
11.833026,9.53587,5.12595
11.833342,9.53587,5.12595
11.833342,9.5375,5.126806
11.838294,9.537755,5.126806
11.84024,9.538288,5.127124
11.841819,9.538462,5.127167
11.845254,9.538462,5.127698
11.848141,9.539823,5.127698
11.848399,9.540476,5.12782
11.848516,9.541192,5.12782
11.855387,9.541346,5.12782
11.855425,9.541961,5.128834
11.85772,9.54299,5.128834
11.857848,9.543294,5.129143
11.859206,9.543294,5.129143
11.862773,9.543394,5.130781
11.863052,9.543432,5.13087
11.864532,9.543662,5.130958
11.866646,9.545365,5.131196
11.867667,9.545913,5.131552
11.869075,9.546322,5.131552
11.870226,9.546784,5.13164
11.875069,9.5474,5.13164
11.875848,9.547733,5.131792
11.878126,9.548,5.131792
11.885094,9.548,5.132279
11.885094,9.548465,5.13235
11.888858,9.54939,5.132423
11.89261,9.549574,5.132423
11.892634,9.550859,5.132573
11.892634,9.551868,5.132782
11.893601,9.551868,5.132892
11.893601,9.552579,5.133333
11.896636,9.55291,5.133671
11.897367,9.553914,5.134084
11.900304,9.555613,5.134172
11.900304,9.556086,5.134172
11.902491,9.558301,5.134297
11.902575,9.558808,5.134522
11.903381,9.55928,5.134522
11.908145,9.559345,5.134702
11.909713,9.559462,5.135601
11.911228,9.559462,5.135695
11.911602,9.559749,5.135695
11.911602,9.56032,5.135779
11.91543,9.56032,5.135779
11.91654,9.560861,5.136793
11.918806,9.562234,5.136793
11.91941,9.563694,5.138181
11.919947,9.563694,5.138181
11.920065,9.565217,5.138524
11.920642,9.565217,5.139366
11.922023,9.565217,5.139632
11.922153,9.565217,5.139758
11.922153,9.565908,5.139758
11.922487,9.566382,5.139867
11.928921,9.566667,5.140414
11.938088,9.566667,5.140414
11.938833,9.56784,5.141045
11.938833,9.568244,5.141818
11.93976,9.568932,5.141818
11.940645,9.568932,5.142
11.943326,9.56927,5.142
11.949457,9.569365,5.142319
11.955789,9.56991,5.142545
11.958641,9.56991,5.143652
11.959246,9.57,5.144397
11.959712,9.570352,5.144517
11.95985,9.570948,5.144517
11.960564,9.573529,5.144635
11.960727,9.57445,5.144685
11.962045,9.574485,5.144904
11.962865,9.57513,5.145226
11.966206,9.575892,5.145644
11.966832,9.575892,5.145795
11.966974,9.576997,5.146255
11.967229,9.576997,5.146287
11.967653,9.577385,5.147324
11.967671,9.577586,5.147554
11.973557,9.577586,5.148072
11.973557,9.577653,5.148172
11.975773,9.577917,5.148614
11.976099,9.577917,5.149433
11.976332,9.577947,5.150044
11.97728,9.580646,5.150044
11.977401,9.580646,5.150415
11.977615,9.581635,5.150996
11.979057,9.581635,5.151655
11.980285,9.582062,5.151732
11.981281,9.582077,5.151732
11.981281,9.58294,5.151732
11.981821,9.583301,5.152048
11.981821,9.583879,5.152213
11.982557,9.584947,5.152297
11.983539,9.586441,5.152477
11.984103,9.586592,5.152559
11.984103,9.586707,5.152582
11.985805,9.587187,5.152582
11.988024,9.587548,5.152778
11.99084,9.589041,5.152778
11.996364,9.5892,5.153374
11.997299,9.589524,5.153429
11.997299,9.590941,5.153694
11.997629,9.590941,5.153694
11.997982,9.591323,5.153694
11.998167,9.593443,5.153908
11.998555,9.594561,5.154353
11.999627,9.595311,5.154487
12.00049,9.595311,5.154589
12.000613,9.595506,5.154739
12.000613,9.59583,5.154963
12.002275,9.596244,5.154963
12.002631,9.597615,5.154963
12.003118,9.599469,5.155049
12.003118,9.599469,5.155611
12.003388,9.600493,5.15582
12.005977,9.600904,5.15582
12.006045,9.601494,5.155883
12.006576,9.601518,5.156197
12.010737,9.601918,5.15625
12.010789,9.602256,5.15625
12.01163,9.604146,5.156804
12.011834,9.604301,5.156881
12.012883,9.6047,5.157001
12.013254,9.605745,5.157159
12.016848,9.606335,5.157209
12.018064,9.607173,5.157209
12.018441,9.608018,5.157358
12.019308,9.608018,5.157454
12.019308,9.608163,5.157454
12.01994,9.608319,5.158485
12.020815,9.608434,5.158736
12.021656,9.608798,5.158736
12.022145,9.608798,5.159181
12.024253,9.610561,5.159278
12.024355,9.6109,5.159278
12.025432,9.611501,5.159539
12.027232,9.61541,5.160116
12.027894,9.61541,5.160617
12.028007,9.61561,5.161081
12.028169,9.615985,5.161397
12.028221,9.616075,5.161479
12.028251,9.616461,5.161496
12.030005,9.617844,5.16153
12.03162,9.61826,5.16153
12.033836,9.618738,5.161561
12.033843,9.620992,5.16159
12.034545,9.621145,5.162732
12.036098,9.621145,5.162801
12.036143,9.621435,5.162835
12.037653,9.621868,5.16376
12.039088,9.622136,5.163814
12.039088,9.622291,5.163895
12.039088,9.625,5.163895
12.039448,9.630015,5.163953
12.039498,9.630015,5.163953
12.040331,9.630497,5.163995
12.042192,9.630788,5.163995
12.042802,9.630953,5.163995
12.042851,9.63102,5.164039
12.045426,9.631689,5.164415
12.045996,9.632082,5.164885
12.046,9.632218,5.165276
12.048245,9.632218,5.165381
12.049188,9.632282,5.165618
12.049417,9.632718,5.166346
12.051465,9.633136,5.166346
12.054529,9.633286,5.166898
12.055028,9.633619,5.166898
12.056646,9.633921,5.16737
12.057042,9.634123,5.167711
12.057042,9.634508,5.167711
12.058272,9.635628,5.167933
12.061638,9.636007,5.168198
12.062296,9.636475,5.168806
12.064479,9.637654,5.168806
12.06727,9.638095,5.16959
12.06727,9.638387,5.16964
12.069632,9.638537,5.169695
12.072438,9.638761,5.169695
12.073834,9.638988,5.169867
12.073834,9.639231,5.170012
12.076177,9.639231,5.170106
12.078431,9.639894,5.170561
12.078431,9.640062,5.170561
12.078689,9.64114,5.171491
12.082898,9.64114,5.171491
12.08317,9.64114,5.171532
12.08317,9.641555,5.171532
12.083971,9.641555,5.171805
12.084988,9.642056,5.171805
12.086569,9.642137,5.172091
12.086718,9.643221,5.17237
12.086718,9.643668,5.17237
12.087389,9.644999,5.173087
12.08762,9.645349,5.173161
12.087788,9.645891,5.173986
12.092247,9.645891,5.174272
12.094136,9.646462,5.174543
12.097017,9.646696,5.17562
12.100052,9.646792,5.176784
12.100876,9.648192,5.176784
12.101979,9.648648,5.177043
12.104513,9.648648,5.177043
12.105278,9.650541,5.177043
12.108286,9.65085,5.177073
12.109611,9.651226,5.178059
12.109611,9.651383,5.178923
12.110588,9.651931,5.178994
12.111133,9.652422,5.179108
12.113883,9.652884,5.179363
12.116191,9.652968,5.1794
12.116575,9.653651,5.1794
12.116614,9.653856,5.179493
12.116614,9.654291,5.179819
12.119525,9.654765,5.180289
12.12037,9.655478,5.180289
12.120593,9.655478,5.181032
12.120647,9.655533,5.181032
12.121057,9.655533,5.181224
12.121057,9.658126,5.181637
12.122639,9.659878,5.182448
12.123161,9.660432,5.182448
12.123611,9.661939,5.182641
12.123611,9.662695,5.182822
12.12485,9.662695,5.182822
12.12485,9.662745,5.18383
12.126134,9.662745,5.183917
12.126134,9.664148,5.184474
12.129689,9.664447,5.184509
12.133028,9.665272,5.184593
12.133541,9.665272,5.184593
12.133661,9.665272,5.185373
12.133961,9.665272,5.185542
12.135508,9.665702,5.18587
12.135647,9.66625,5.186312
12.135647,9.666778,5.186349
12.138213,9.666778,5.186609
12.139248,9.666827,5.186813
12.139994,9.666957,5.187613
12.139994,9.667153,5.187658
12.141079,9.669114,5.187817
12.142009,9.669114,5.187979
12.142028,9.669436,5.188126
12.142542,9.669436,5.188126
12.144907,9.67057,5.188613
12.145393,9.67099,5.188613
12.145968,9.671497,5.188684
12.146813,9.671728,5.188796
12.14683,9.672017,5.189014
12.14683,9.672017,5.190273
12.153398,9.673534,5.190437
12.153733,9.674055,5.19083
12.153995,9.674309,5.191011
12.155942,9.675629,5.191011
12.159913,9.675866,5.191167
12.165898,9.676675,5.192337
12.165898,9.677596,5.192337
12.168764,9.677596,5.194576
12.17035,9.678828,5.194994
12.170974,9.679154,5.195009
12.173244,9.679356,5.195181
12.173588,9.679706,5.195181
12.173588,9.679706,5.195181
12.176515,9.680312,5.195312
12.181395,9.680508,5.195312
12.181395,9.680688,5.195343
12.182539,9.683192,5.19612
12.185392,9.684916,5.19612
12.185833,9.685224,5.196904
12.185833,9.685534,5.198052
12.186916,9.686134,5.198312
12.186954,9.687947,5.198704
12.188528,9.688369,5.198957
12.189761,9.68892,5.199043
12.191122,9.68892,5.199467
12.191231,9.689452,5.199467
12.195009,9.690269,5.199748
12.195683,9.691951,5.2
12.196988,9.693155,5.2
12.19802,9.693664,5.200091
12.19802,9.694064,5.200187
12.198327,9.694398,5.200837
12.198394,9.694746,5.200837
12.199631,9.696065,5.201175
12.202891,9.696237,5.201431
12.204975,9.696297,5.20166
12.205271,9.696297,5.20166
12.205271,9.696498,5.201675
12.207031,9.696498,5.201735
12.207781,9.696498,5.201735
12.208146,9.696769,5.201852
12.208717,9.69785,5.202154
12.209545,9.700465,5.202154
12.210842,9.700788,5.202154
12.211453,9.702127,5.202454
12.21288,9.706303,5.202806
12.213564,9.706303,5.202806
12.213588,9.70654,5.202806
12.214784,9.707532,5.203211
12.214784,9.708068,5.20344
12.215719,9.70889,5.203557
12.219029,9.709114,5.203824
12.219763,9.71131,5.205634
12.221586,9.712576,5.205634
12.222222,9.712576,5.206221
12.224599,9.712938,5.206504
12.225456,9.714358,5.206504
12.228322,9.715436,5.206877
12.229502,9.715773,5.206928
12.231127,9.716457,5.206928
12.232297,9.716745,5.207959
12.233924,9.717514,5.208369
12.234937,9.718876,5.209143
12.238014,9.718876,5.209147
12.238739,9.720688,5.209147
12.242746,9.721629,5.209475
12.243251,9.721961,5.209713
12.244043,9.721961,5.210611
12.244965,9.723463,5.21072
12.246024,9.723733,5.21072
12.246807,9.724289,5.211023
12.249099,9.724289,5.21202
12.249495,9.724455,5.212241
12.249743,9.725111,5.212241
12.250241,9.725111,5.212461
12.250393,9.725244,5.212759
12.251339,9.725261,5.213732
12.251934,9.72535,5.213766
12.254564,9.725491,5.213766
12.255268,9.725958,5.213793
12.256011,9.725958,5.214053
12.257261,9.726806,5.215959
12.257261,9.727393,5.216216
12.257331,9.727393,5.216232
12.257696,9.729084,5.216528
12.259619,9.729084,5.216528
12.25974,9.729484,5.21697
12.260194,9.729516,5.21697
12.261871,9.729848,5.217572
12.264144,9.729848,5.218031
12.264144,9.730987,5.218042
12.264177,9.731227,5.218042
12.267858,9.731765,5.2181
12.268672,9.731765,5.2181
12.271169,9.73179,5.218988
12.272391,9.731918,5.218988
12.273889,9.732188,5.21984
12.273889,9.732498,5.220148
12.273889,9.732525,5.221427
12.275554,9.732718,5.221711
12.276266,9.7329,5.222102
12.276266,9.73399,5.222372
12.276266,9.735037,5.223355
12.279915,9.735485,5.223744
12.280058,9.7366,5.223994
12.282758,9.737262,5.224964
12.284033,9.739259,5.225338
12.28483,9.739986,5.225338
12.285324,9.74008,5.225338
12.28533,9.743944,5.225387
12.28588,9.74453,5.225653
12.288908,9.74453,5.226562
12.291808,9.744633,5.227442
12.292243,9.744633,5.227655
12.294065,9.747472,5.227655
12.294118,9.749407,5.228084
12.296147,9.750465,5.228146
12.29638,9.750465,5.228448
12.299781,9.75057,5.228779
12.300434,9.752759,5.22894
12.303669,9.752898,5.229245
